Cluster	Cluster size	Drugs
4	7	1'-methylspiro(adamantane-2,3'-pyrrolidine)maleate;agathisflavone;Amantadine;amentoflavone;isoquercitrin;Rimantadine;Selenium
81	7	Artemether;Atovaquone;Dapsone;dinitramine;haloxyfop;oryzalin;Pyrimethamine
143	7	Cefazolin;Cefepime;Cefotetan;Chloramphenicol;Daptomycin;Fusidic Acid;Methicillin
199	7	digitalin;fluindione;lanatoside C;Medigoxin;Phenprocoumon;quinidine bisulfate;tertiapin
22	6	4-Aminopyridine;Colforsin;Dizocilpine Maleate;ICI 118551;pargolol;Sodium
50	6	Almitrine;Nalbuphine;naloxonazine;norbinaltorphimine;posatirelin;thiosemicarbazide
66	6	Amoxicillin;cefodizime;Cefotaxime;erythromycin stearate;Floxacillin;Penicillin G Procaine
146	6	cefpirome;Ceftazidime;Metronidazole;Nafcillin;Teicoplanin;Vancomycin
5	5	13-hydroxylupanine-2-pyrrolecarbonic acid;3-hydroxy-10,11-dihydroquinidine;Moricizine;Pilocarpine;Ryanodine
9	5	18alpha-glycyrrhetinic acid;2-Methoxyestradiol;Butylated Hydroxyanisole;Hydroxyurea;Tolazoline
21	5	3,6-dimethylaminodibenzopyridonium edetate;Ajmaline;Bretylium Tosylate;Mexiletine;Tocainide
23	5	5-((2,4-dioxo-5-thiazolidinyl)methyl)-2-methoxy-N-((4-(trifluoromethyl)phenyl)methyl)benzamide;kaempferol 3-O-sophoroside;Nateglinide;osthol;Phenformin
28	5	711389-S;cifenline;cyclovirobuxine D;pilsicainide;Trimecaine
83	5	Aspartame;Fenoprofen;Meloxicam;Misoprostol;tenoxicam
86	5	Astemizole;azatadine;azelastine;Cetirizine;epinastine
94	5	Aztreonam;Deamino Arginine Vasopressin;Fosfomycin;Piperacillin;Ursodeoxycholic Acid
111	5	bisphenol A;Fenfluramine;Mazindol;Phentermine;Polythiazide
207	5	Dimyristoylphosphatidylcholine;dimyristoylphosphatidylglycerol;Natamycin;Nystatin;sertaconazole
238	5	falipamil;Fendiline;Nitric Acid;Oxyfedrine;prenylamine lactate
1	4	1-(5-hydroxy-5-methylhexyl)-3-methylxanthine;arteannuin B;Ciclopirox;citronellal
3	4	1,7-dimethylxanthine;Carbocysteine;Eucalyptol;trospium chloride
37	4	acetovanillone;Cyproheptadine;Idazoxan;tiprenolol
49	4	Allopurinol;Benzbromarone;Colchicine;Oxypurinol
60	4	amiloride, hydrochlorothiazide drug combination;Bendroflumethiazide;Cyclopenthiazide;Teprotide
61	4	Aminoglutethimide;Enflurane;Methyldopa;tetrahydrocurcumin
74	4	anisindione;calcium heparin;danaparoid;fucoidan
76	4	antrafenine;Diflunisal;Indoprofen;Tolmetin
85	4	astaxanthine;coumarin;Diosmin;Tolbutamide
102	4	beractant;Hexadimethrine Bromide;sivelestat;Vitamin K 3
121	4	Butylated Hydroxytoluene;diallyl trisulfide;Prajmaline;Rolipram
133	4	Capreomycin;Cycloserine;Isoniazid;Pyrazinamide
149	4	Cephalexin;Gatifloxacin;Ornade;Triprolidine
150	4	cetamolol;Charcoal;Dimercaprol;Eugenol
151	4	Chloroquine;chloroquine diphosphate;LY 117018;triptolide
216	4	Domperidone;Etilefrine;Fludrocortisone;Neostigmine
282	4	Imipenem;morphocycline;Piperacillin, Tazobactam Drug Combination;quinupristin-dalfopristin
24	3	5-Methoxypsoralen;Donepezil;Lutein
32	3	Acecainide;N-methyllidocaine;quinetolate
43	3	albolabrin;eristostatin;S 145
69	3	amphotericin B, deoxycholate drug combination;borrelidin;Terbinafine
73	3	anethole;honokiol;magnolol
98	3	benidipine;Hemin;stannous chloride
108	3	Bethanidine;Guanfacine;N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
131	3	candesartan cilexetil;Dihydralazine;Torsemide
141	3	Cefadroxil;Cinoxacin;Flufenamic Acid
142	3	Cefamandole;Lincomycin;Sulbactam
166	3	Clemastine;Oxymetazoline;xylometazoline
174	3	Colestipol;Dydrogesterone;prednisolone hemisuccinate
177	3	creatinol phosphate;Dantrolene;pimagedine
188	3	Demeclocycline;Enoxacin;Fleroxacin
236	3	evodiamine;Fenretinide;fumagillin
246	3	Flavin-Adenine Dinucleotide;Ondansetron;Oxotremorine
298	3	KF 14124;MDL 72567;Perhexiline
316	3	Mercury;Niacinamide;sodium arsenite
11	2	2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one;Wortmannin
20	2	3,3',4,5'-tetrahydroxystilbene;Chlorogenic Acid
48	2	alinidine;N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate
53	2	Alprenolol;Betaxolol
68	2	Amphotericin B;Fluconazole
70	2	Ampicillin;Trimethoprim
95	2	bambuterol;enprofylline
114	2	bretylium;Flunarizine
115	2	Bromocriptine;Fosinopril
119	2	Bupivacaine;Ethinyl Estradiol
122	2	caffeic acid;Catechin
128	2	Calcium Chloride;Carbidopa
130	2	candesartan;temocapril hydrochloride
132	2	Canrenoic Acid;cobaltiprotoporphyrin
138	2	Carteolol;Droperidol
145	2	Cefixime;Erythromycin
154	2	Chlorpropamide;Glipizide
171	2	cobaltous chloride;KN 93
173	2	Cod Liver Oil;esculetin
197	2	Diclofenac;Etoricoxib
198	2	Dicumarol;reteplase
204	2	Dihydrostreptomycin Sulfate;Rifabutin
211	2	Disopyramide;Flecainide
215	2	dofetilide;ibutilide
219	2	Doxorubicin;gemcitabine
224	2	Enalaprilat;Methimazole
248	2	Flucytosine;Miconazole
250	2	Flumazenil;N-methylnaloxone
264	2	Glucagon;Ketamine
279	2	ICI 195739;Thymol
293	2	Itraconazole;Ketoconazole
297	2	Ketotifen;Loratadine
300	2	leonurine;pimobendan
310	2	Magnesium Sulfate;Pinacidil
314	2	Mefenamic Acid;Phenylbutazone
330	2	Molsidomine;Tiapamil Hydrochloride
333	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
336	2	naphthalan;S 1 (combination)
357	2	Oxacillin;Triamcinolone
360	2	ozagrel;Valproic Acid
361	2	Pamidronate;YM 529
363	2	Penicillamine;Sulfasalazine
365	2	Penicillin V;sultamicillin
382	2	pirfenidone;Rutin
409	2	Razoxane;Thiamine
415	2	sarpogrelate;Sirolimus
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
30	1	Acarbose
31	1	Acebutolol
34	1	Acenocoumarol
35	1	Acetaminophen
36	1	Acetazolamide
39	1	Acetylcysteine
40	1	Adenosine
41	1	Adenosine Triphosphate
44	1	Albuterol
45	1	Alendronate
46	1	alfacalcidol
47	1	Alfentanil
52	1	alpha-Tocopherol
54	1	Alprostadil
57	1	Amifostine
58	1	Amikacin
59	1	Amiloride
62	1	Aminophylline
63	1	Amiodarone
64	1	Amitriptyline
65	1	Amlodipine
67	1	Amoxicillin-Potassium Clavulanate Combination
71	1	Amrinone
75	1	anisodamine
78	1	Apigenin
79	1	Aprindine
80	1	Arsenic Trioxide
82	1	Ascorbic Acid
84	1	Aspirin
87	1	Atenolol
88	1	Atropine
89	1	Auranofin
91	1	Azathioprine
92	1	azimilide
93	1	Azithromycin
96	1	Beclomethasone
97	1	benazepril
99	1	Benserazide
100	1	Benzodiazepines
101	1	Bepridil
103	1	beraprost
104	1	Berberine
105	1	beta Carotene
106	1	Betaine
107	1	Betamethasone
109	1	Bezafibrate
110	1	Bisoprolol
112	1	Bleomycin
113	1	Bosentan
116	1	Budesonide
117	1	Bumetanide
118	1	bunazosin
120	1	Buprenorphine
123	1	caffeic acid phenethyl ester
124	1	Caffeine
125	1	Calcifediol
126	1	Calcitriol
127	1	Calcium
129	1	Calcium Gluconate
134	1	Capsaicin
135	1	Carbamazepine
136	1	Carbon Monoxide
137	1	Carboplatin
139	1	Carvedilol
140	1	Cefaclor
144	1	cefbuperazone
147	1	Ceftriaxone
148	1	Celiprolol
152	1	Chlorothiazide
153	1	Chlorpheniramine
155	1	Cholecalciferol
156	1	Chromium
157	1	Chromonar
158	1	chrysin
159	1	ciglitazone
160	1	Cilazapril
161	1	Cilostazol
162	1	Ciprofloxacin
163	1	Cisplatin
164	1	Citalopram
165	1	Clarithromycin
167	1	Clindamycin
168	1	Clofibrate
169	1	Clonidine
170	1	Clotrimazole
172	1	Cocaine
175	1	Colistin
176	1	Copper
178	1	crocin
180	1	Cromolyn Sodium
181	1	Curcumin
182	1	Cyclophosphamide
183	1	Cyclosporine
184	1	daidzein
185	1	dazoxiben
186	1	Decitabine
187	1	Dehydroepiandrosterone
189	1	Desipramine
190	1	Dexamethasone
191	1	Dexfenfluramine
192	1	Dexmedetomidine
193	1	Dextrans
194	1	Dextromethorphan
195	1	Diazepam
196	1	Diazoxide
200	1	Digitoxin
201	1	Digoxin
202	1	dihydrocodeine
203	1	Dihydroergotamine
205	1	Diltiazem
206	1	diminazene aceturate
208	1	Dinoprostone
209	1	Diphenhydramine
210	1	Dipyridamole
212	1	Disulfiram
213	1	Dobutamine
214	1	Docosahexaenoic Acids
217	1	Dopamine
218	1	Doxazosin
220	1	Doxycycline
221	1	Edrophonium
222	1	Eicosapentaenoic Acid
223	1	Enalapril
225	1	Encainide
226	1	Enoximone
227	1	Ephedrine
228	1	epigallocatechin gallate
229	1	Epinephrine
230	1	Epoprostenol
231	1	esmolol
232	1	Estradiol
233	1	Ethambutol
234	1	Ethanol
235	1	Etodolac
237	1	Exenatide
239	1	Famotidine
240	1	fasudil
241	1	Felodipine
242	1	Fenofibrate
243	1	Fenoterol
244	1	Fentanyl
245	1	ferulic acid
247	1	flestolol
249	1	fludarabine
251	1	Fluorouracil
252	1	Fluoxetine
253	1	Fluvastatin
254	1	Folic Acid
255	1	Furosemide
256	1	Gallic Acid
257	1	Gallopamil
258	1	Gemfibrozil
259	1	Genistein
260	1	geraniol
261	1	ginsenoside Re
262	1	ginsenoside Rg1
263	1	Gliclazide
265	1	Glucosamine
266	1	Glutathione
267	1	Glyburide
268	1	Glycopyrrolate
269	1	Griseofulvin
270	1	Guaifenesin
271	1	Guanethidine
272	1	Halothane
273	1	Heparin
274	1	Hydralazine
275	1	Hydrochlorothiazide
276	1	Hydrocortisone
277	1	Hydroxychloroquine
278	1	Ibuprofen
280	1	Iloprost
281	1	imidapril
283	1	Indapamide
284	1	Indomethacin
285	1	Iodine
286	1	Ipratropium
287	1	Irbesartan
288	1	Isoflurane
289	1	Isoproterenol
290	1	Isosorbide Dinitrate
291	1	isosorbide-5-mononitrate
292	1	Isradipine
294	1	kaempferol
295	1	Ketanserin
296	1	Ketoprofen
299	1	Labetalol
301	1	Lidocaine
302	1	Lisinopril
303	1	Lithium
304	1	Lithium Chloride
305	1	lithium hydroxybutyrate
306	1	Lithocholic Acid
307	1	Losartan
308	1	Lovastatin
309	1	Magnesium
311	1	mangiferin
312	1	mangostin
313	1	Mannitol
315	1	Melatonin
317	1	Metaproterenol
318	1	Metformin
319	1	Methotrexate
320	1	Methylprednisolone
321	1	Methylprednisolone Hemisuccinate
322	1	Metoprolol
323	1	Mibefradil
324	1	Midazolam
325	1	Midodrine
326	1	Milrinone
327	1	Minocycline
328	1	Minoxidil
329	1	MK-886
331	1	montelukast
332	1	Morphine
334	1	Nadolol
335	1	Naloxone
337	1	Naproxen
338	1	naringenin
339	1	naringin
340	1	Neomycin
341	1	Nicardipine
342	1	Nicorandil
343	1	Nifedipine
344	1	nimesulide
345	1	Nisoldipine
346	1	Nitrendipine
347	1	Nitric Oxide
348	1	Nitroglycerin
349	1	Nitroprusside
350	1	Norepinephrine
351	1	Norethindrone Acetate
352	1	Nortriptyline
353	1	Octreotide
354	1	Ofloxacin
355	1	Oleanolic Acid
356	1	Orlistat
358	1	Oxprenolol
359	1	Oxygen
362	1	Pefloxacin
364	1	Penicillin G
366	1	Pentaerythritol Tetranitrate
367	1	Pentolinium Tartrate
368	1	Pentoxifylline
369	1	Pergolide
370	1	perhexiline maleate
371	1	Perindopril
372	1	Phenindione
373	1	Phenoxybenzamine
374	1	Phentolamine
375	1	Phenylephrine
376	1	Phenylpropanolamine
377	1	Phenytoin
378	1	Physostigmine
379	1	Pindolol
380	1	Pioglitazone
381	1	pirbuterol
383	1	pirinixic acid
384	1	Piroxicam
385	1	platycodin D
386	1	Potassium
387	1	Potassium Chloride
388	1	Practolol
389	1	Pravastatin
390	1	Prazosin
391	1	Prednisolone
392	1	Prednisone
393	1	pregna-4,17-diene-3,16-dione
394	1	Prenylamine
395	1	Probenecid
396	1	Probucol
397	1	Procainamide
398	1	Propafenone
399	1	Propranolol
400	1	proxyphylline
401	1	Pseudoephedrine
402	1	puerarin
403	1	pyrrolidine dithiocarbamic acid
404	1	Quercetin
405	1	Quinacrine
406	1	Quinapril
407	1	Quinidine
408	1	Ramipril
410	1	Rifampin
411	1	Rimonabant
412	1	Ritodrine
413	1	ruboxistaurin
414	1	Ruthenium Red
416	1	Simendan
417	1	Simvastatin
418	1	Sodium Bicarbonate
419	1	sodium bisulfide
420	1	Sodium Selenite
421	1	Sodium Tetradecyl Sulfate
422	1	Sotalol
423	1	Spironolactone
424	1	Streptomycin
425	1	Succinylcholine
426	1	Sulfadiazine
427	1	Sulfinpyrazone
428	1	Sulindac
429	1	Synephrine
430	1	Tacrolimus
431	1	tamibarotene
432	1	Tamoxifen
433	1	tanshinone
434	1	Taurine
435	1	Terbutaline
436	1	Terfenadine
437	1	Terlipressin
438	1	Testosterone
439	1	Tetrachlorodibenzodioxin
440	1	Tetracycline
441	1	Thalidomide
442	1	Theophylline
443	1	Thioctic Acid
444	1	Thioridazine
445	1	thymoquinone
446	1	Ticlopidine
447	1	Timolol
448	1	Tobramycin
449	1	Topiramate
450	1	Tramadol
451	1	Trazodone
452	1	Tretinoin
453	1	tri-o-cresyl phosphate
454	1	Trientine
455	1	Trimetazidine
456	1	Trimethoprim, Sulfamethoxazole Drug Combination
457	1	Troglitazone
458	1	Verapamil
459	1	Vitamin A
460	1	Vitamin D
461	1	Vitamin E
462	1	Warfarin
463	1	Xamoterol
464	1	xanthohumol
465	1	Yohimbine
466	1	zafirlukast
467	1	zatebradine
468	1	zileuton
469	1	Zinc
