Cluster	Cluster size	Drugs
71	2	amphotericin B, deoxycholate drug combination;Terbinafine
72	2	Ampicillin;Trimethoprim
97	2	bambuterol;enprofylline
111	2	Bethanidine;Guanfacine
118	2	bretylium;Flunarizine
119	2	Bromocriptine;Fosinopril
125	2	Butylated Hydroxytoluene;Prajmaline
136	2	Canrenoic Acid;cobaltiprotoporphyrin
143	2	Carteolol;Droperidol
151	2	Cefixime;Erythromycin
161	2	Chlorpropamide;Glipizide
180	2	cobaltous chloride;KN 93
182	2	Cod Liver Oil;esculetin
200	2	Demeclocycline;Fleroxacin
207	2	diallyl trisulfide;Rolipram
219	2	Dihydrostreptomycin Sulfate;Rifabutin
227	2	Disopyramide;Flecainide
231	2	dofetilide;ibutilide
255	2	evodiamine;fumagillin
266	2	Flavin-Adenine Dinucleotide;Oxotremorine
268	2	Flucytosine;Miconazole
270	2	Flumazenil;N-methylnaloxone
286	2	Glucagon;Ketamine
296	2	hesperetin;LY 171883
303	2	ICI 195739;Thymol
319	2	Itraconazole;Ketoconazole
326	2	leonurine;pimobendan
338	2	Magnesium Sulfate;Pinacidil
343	2	Mefenamic Acid;Phenylbutazone
363	2	Molsidomine;Tiapamil Hydrochloride
367	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
394	2	Oxacillin;Triamcinolone
397	2	ozagrel;Valproic Acid
398	2	Pamidronate;YM 529
400	2	Penicillamine;Sulfasalazine
448	2	Razoxane;Thiamine
481	2	Teicoplanin;Vancomycin
5	1	13-hydroxylupanine-2-pyrrolecarbonic acid
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
14	1	2-Methoxyestradiol
30	1	711389-S
32	1	Acarbose
33	1	Acebutolol
36	1	Acenocoumarol
37	1	Acetaminophen
38	1	Acetazolamide
41	1	Acetylcysteine
42	1	Adenosine
43	1	Adenosine Triphosphate
46	1	Albuterol
47	1	Alendronate
48	1	alfacalcidol
49	1	Alfentanil
54	1	alpha-Tocopherol
55	1	Alprenolol
56	1	Alprostadil
59	1	Amifostine
60	1	Amikacin
61	1	Amiloride
64	1	Aminophylline
65	1	Amiodarone
66	1	Amitriptyline
67	1	Amlodipine
69	1	Amoxicillin-Potassium Clavulanate Combination
73	1	Amrinone
75	1	anethole
77	1	anisodamine
80	1	Apigenin
81	1	Aprindine
82	1	Arsenic Trioxide
84	1	Ascorbic Acid
86	1	Aspirin
89	1	Atenolol
90	1	Atropine
91	1	Auranofin
93	1	Azathioprine
94	1	azimilide
95	1	Azithromycin
98	1	Beclomethasone
99	1	benazepril
101	1	Benserazide
102	1	Benzodiazepines
103	1	Bepridil
105	1	beraprost
106	1	Berberine
107	1	beta Carotene
108	1	Betaine
109	1	Betamethasone
110	1	Betaxolol
112	1	Bezafibrate
113	1	Bisoprolol
115	1	Bleomycin
116	1	borrelidin
117	1	Bosentan
120	1	Budesonide
121	1	Bumetanide
122	1	bunazosin
123	1	Bupivacaine
124	1	Buprenorphine
126	1	caffeic acid
127	1	caffeic acid phenethyl ester
128	1	Caffeine
129	1	Calcifediol
130	1	Calcitriol
131	1	Calcium
132	1	Calcium Chloride
133	1	Calcium Gluconate
134	1	candesartan
135	1	candesartan cilexetil
138	1	Capsaicin
139	1	Carbamazepine
140	1	Carbidopa
141	1	Carbon Monoxide
142	1	Carboplatin
144	1	Carvedilol
145	1	Catechin
146	1	Cefaclor
150	1	cefbuperazone
154	1	Ceftriaxone
155	1	Celiprolol
159	1	Chlorothiazide
160	1	Chlorpheniramine
162	1	Cholecalciferol
163	1	Chromium
164	1	Chromonar
165	1	chrysin
167	1	ciglitazone
168	1	Cilazapril
169	1	Cilostazol
170	1	Ciprofloxacin
171	1	Cisplatin
172	1	Citalopram
173	1	Clarithromycin
175	1	Clindamycin
177	1	Clofibrate
178	1	Clonidine
179	1	Clotrimazole
181	1	Cocaine
183	1	Colchicine
185	1	Colistin
186	1	Copper
187	1	creatinol phosphate
188	1	crocin
190	1	Cromolyn Sodium
191	1	Curcumin
192	1	Cyclophosphamide
193	1	Cyclosporine
194	1	daidzein
195	1	Danazol
196	1	Dantrolene
197	1	dazoxiben
198	1	Decitabine
199	1	Dehydroepiandrosterone
201	1	Desipramine
202	1	Dexamethasone
203	1	Dexfenfluramine
204	1	Dexmedetomidine
205	1	Dextrans
206	1	Dextromethorphan
208	1	Diazepam
209	1	Diazoxide
210	1	Diclofenac
211	1	Dicumarol
214	1	Digitoxin
215	1	Digoxin
216	1	Dihydralazine
217	1	dihydrocodeine
218	1	Dihydroergotamine
220	1	Diltiazem
221	1	Dimenhydrinate
222	1	diminazene aceturate
224	1	Dinoprostone
225	1	Diphenhydramine
226	1	Dipyridamole
228	1	Disulfiram
229	1	Dobutamine
230	1	Docosahexaenoic Acids
233	1	Dopamine
234	1	Doxazosin
235	1	Doxorubicin
236	1	Doxycycline
237	1	Edrophonium
238	1	Eicosapentaenoic Acid
239	1	Enalapril
240	1	Enalaprilat
241	1	Encainide
242	1	Enoximone
243	1	Ephedrine
244	1	epigallocatechin gallate
245	1	Epinephrine
246	1	Epoprostenol
247	1	esmolol
248	1	Estradiol
249	1	Ethambutol
250	1	Ethanol
251	1	Ethinyl Estradiol
252	1	Etodolac
253	1	Etoricoxib
254	1	Eugenol
256	1	Exenatide
258	1	Famotidine
259	1	fasudil
260	1	Felodipine
261	1	Fenofibrate
262	1	Fenoterol
263	1	Fenretinide
264	1	Fentanyl
265	1	ferulic acid
267	1	flestolol
269	1	fludarabine
271	1	Fluorouracil
272	1	Fluoxetine
273	1	Fluvastatin
274	1	Folic Acid
275	1	Fosfomycin
276	1	Furosemide
277	1	Gallic Acid
278	1	Gallopamil
279	1	gemcitabine
280	1	Gemfibrozil
281	1	Genistein
282	1	geraniol
283	1	ginsenoside Re
284	1	ginsenoside Rg1
285	1	Gliclazide
287	1	Glucosamine
288	1	Glutathione
289	1	Glyburide
290	1	Glycopyrrolate
291	1	Griseofulvin
292	1	Guaifenesin
293	1	Guanethidine
294	1	Halothane
295	1	Heparin
297	1	honokiol
298	1	Hydralazine
299	1	Hydrochlorothiazide
300	1	Hydrocortisone
301	1	Hydroxychloroquine
302	1	Ibuprofen
304	1	Idazoxan
305	1	Iloprost
306	1	imidapril
308	1	Indapamide
309	1	Indomethacin
310	1	Iodine
311	1	Ipratropium
312	1	Irbesartan
313	1	Isoflurane
314	1	Isoniazid
315	1	Isoproterenol
316	1	Isosorbide Dinitrate
317	1	isosorbide-5-mononitrate
318	1	Isradipine
320	1	kaempferol
321	1	Ketanserin
322	1	Ketoprofen
323	1	Ketotifen
325	1	Labetalol
327	1	Lidocaine
328	1	Lisinopril
329	1	Lithium
330	1	Lithium Chloride
331	1	lithium hydroxybutyrate
332	1	Lithocholic Acid
333	1	Loratadine
334	1	Losartan
335	1	Lovastatin
336	1	LY 117018
337	1	Magnesium
339	1	magnolol
340	1	mangiferin
341	1	mangostin
342	1	Mannitol
344	1	Melatonin
345	1	Melphalan
347	1	Meropenem
348	1	Metaproterenol
349	1	Metformin
350	1	Methimazole
351	1	Methotrexate
352	1	Methyldopa
353	1	Methylprednisolone
354	1	Methylprednisolone Hemisuccinate
355	1	Metoprolol
356	1	Mibefradil
357	1	Midazolam
358	1	Midodrine
359	1	Milrinone
360	1	Minocycline
361	1	Minoxidil
362	1	MK-886
364	1	montelukast
365	1	Morphine
366	1	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
368	1	Nadolol
369	1	Nafcillin
370	1	Naloxone
371	1	naphthalan
372	1	Naproxen
373	1	naringenin
374	1	naringin
375	1	Neomycin
376	1	Neostigmine
377	1	Nicardipine
378	1	Nicorandil
379	1	Nifedipine
380	1	nimesulide
381	1	Nisoldipine
382	1	Nitrendipine
383	1	Nitric Oxide
384	1	Nitroglycerin
385	1	Nitroprusside
386	1	Norepinephrine
387	1	Norethindrone Acetate
388	1	Nortriptyline
389	1	Octreotide
390	1	Ofloxacin
391	1	Oleanolic Acid
392	1	Ondansetron
393	1	Orlistat
395	1	Oxprenolol
396	1	Oxygen
399	1	Pefloxacin
401	1	Penicillin G
402	1	Penicillin V
403	1	Pentaerythritol Tetranitrate
404	1	Pentolinium Tartrate
405	1	Pentoxifylline
406	1	Pergolide
407	1	perhexiline maleate
408	1	Perindopril
409	1	Phenindione
410	1	Phenoxybenzamine
411	1	Phentolamine
412	1	Phenylephrine
413	1	Phenylpropanolamine
414	1	Phenytoin
415	1	Physostigmine
416	1	Pilocarpine
417	1	pimagedine
418	1	Pindolol
419	1	Pioglitazone
420	1	pirbuterol
421	1	pirfenidone
422	1	pirinixic acid
423	1	Piroxicam
424	1	platycodin D
425	1	Potassium
426	1	Potassium Chloride
427	1	Practolol
428	1	Pravastatin
429	1	Prazosin
430	1	Prednisolone
431	1	Prednisone
432	1	pregna-4,17-diene-3,16-dione
433	1	Prenylamine
434	1	Probenecid
435	1	Probucol
436	1	Procainamide
437	1	Propafenone
438	1	Propranolol
439	1	proxyphylline
440	1	Pseudoephedrine
441	1	puerarin
442	1	pyrrolidine dithiocarbamic acid
443	1	Quercetin
444	1	Quinacrine
445	1	Quinapril
446	1	Quinidine
447	1	Ramipril
449	1	reteplase
450	1	Rifampin
451	1	Rimonabant
452	1	Ritodrine
453	1	ruboxistaurin
454	1	Ruthenium Red
455	1	Rutin
456	1	S 1 (combination)
457	1	sarpogrelate
458	1	Selenium
459	1	Simendan
460	1	Simvastatin
461	1	Sirolimus
462	1	Sodium
463	1	Sodium Bicarbonate
464	1	sodium bisulfide
465	1	Sodium Selenite
466	1	Sodium Tetradecyl Sulfate
467	1	Sotalol
468	1	Spironolactone
469	1	Streptomycin
470	1	Succinylcholine
471	1	Sulfadiazine
472	1	Sulfinpyrazone
473	1	Sulindac
474	1	sultamicillin
475	1	Synephrine
476	1	Tacrolimus
477	1	tamibarotene
478	1	Tamoxifen
479	1	tanshinone
480	1	Taurine
482	1	temocapril hydrochloride
483	1	Terbutaline
484	1	Terfenadine
485	1	Terlipressin
486	1	Testosterone
487	1	Tetrachlorodibenzodioxin
488	1	Tetracycline
489	1	Thalidomide
490	1	Theophylline
491	1	Thioctic Acid
492	1	Thioridazine
493	1	thymoquinone
494	1	Ticlopidine
495	1	Timolol
496	1	Tobramycin
497	1	Topiramate
498	1	Torsemide
499	1	Tramadol
500	1	Trazodone
501	1	Tretinoin
502	1	tri-o-cresyl phosphate
503	1	Trientine
504	1	Trimetazidine
505	1	Trimethoprim, Sulfamethoxazole Drug Combination
506	1	Troglitazone
507	1	Verapamil
508	1	Vitamin A
509	1	Vitamin D
510	1	Vitamin E
511	1	Warfarin
512	1	withaferin A
513	1	Xamoterol
514	1	xanthohumol
515	1	Yohimbine
516	1	zafirlukast
517	1	zatebradine
518	1	zileuton
519	1	Zinc
