Cluster	Cluster size	Drugs
362	2	Medroxyprogesterone Acetate;Niclosamide
363	2	Mefenamic Acid;Phenylbutazone
386	2	Molsidomine;Tiapamil Hydrochloride
391	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
418	2	Oxacillin;Triamcinolone
421	2	ozagrel;Valproic Acid
422	2	Pamidronate;YM 529
474	2	Razoxane;Thiamine
5	1	13-hydroxylupanine-2-pyrrolecarbonic acid
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
14	1	2-Methoxyestradiol
30	1	711389-S
32	1	Acarbose
33	1	Acebutolol
36	1	Acenocoumarol
37	1	Acetaminophen
38	1	Acetazolamide
39	1	acetovanillone
41	1	Acetylcysteine
42	1	Acitretin
43	1	Adenosine
44	1	Adenosine Triphosphate
47	1	Albuterol
48	1	Alendronate
49	1	alfacalcidol
50	1	Alfentanil
51	1	alinidine
55	1	alpha-Tocopherol
56	1	Alprenolol
57	1	Alprostadil
60	1	Amifostine
61	1	Amikacin
62	1	Amiloride
64	1	Aminoglutethimide
65	1	Aminophylline
66	1	Amiodarone
67	1	Amitriptyline
68	1	Amlodipine
69	1	Amoxicillin
70	1	Amoxicillin-Potassium Clavulanate Combination
71	1	Amphotericin B
72	1	amphotericin B, deoxycholate drug combination
73	1	Ampicillin
74	1	Amrinone
76	1	anethole
78	1	anisodamine
81	1	Apigenin
82	1	Aprindine
83	1	Arsenic Trioxide
85	1	Ascorbic Acid
87	1	Aspirin
90	1	Atenolol
92	1	Atropine
93	1	Auranofin
95	1	Azathioprine
96	1	azimilide
97	1	Azithromycin
100	1	Beclomethasone
101	1	benazepril
103	1	Benserazide
104	1	Benzodiazepines
105	1	Bepridil
107	1	beraprost
108	1	Berberine
109	1	beta Carotene
110	1	Betaine
111	1	Betamethasone
112	1	Betaxolol
113	1	Bethanidine
114	1	Bezafibrate
115	1	Bisoprolol
117	1	Bleomycin
118	1	borrelidin
119	1	Bosentan
121	1	Bretylium Tosylate
122	1	Bromocriptine
123	1	Budesonide
124	1	Bumetanide
125	1	bunazosin
126	1	Bupivacaine
127	1	Buprenorphine
129	1	caffeic acid
130	1	caffeic acid phenethyl ester
131	1	Caffeine
132	1	Calcifediol
133	1	Calcitriol
134	1	Calcium
135	1	Calcium Chloride
136	1	Calcium Gluconate
137	1	candesartan
138	1	candesartan cilexetil
139	1	Canrenoic Acid
141	1	Capsaicin
142	1	Carbamazepine
143	1	Carbidopa
144	1	Carbon Monoxide
145	1	Carboplatin
146	1	Carteolol
147	1	Carvedilol
148	1	Catechin
149	1	Cefaclor
153	1	cefbuperazone
154	1	Cefixime
157	1	Ceftriaxone
158	1	Celiprolol
160	1	cetamolol
163	1	Chlorothiazide
164	1	Chlorpheniramine
166	1	Cholecalciferol
167	1	Chromium
168	1	Chromonar
169	1	chrysin
171	1	ciglitazone
172	1	Cilazapril
173	1	Cilostazol
174	1	Ciprofloxacin
175	1	Cisplatin
176	1	Citalopram
177	1	Clarithromycin
179	1	Clindamycin
180	1	Clodronic Acid
181	1	Clofibrate
182	1	Clonidine
183	1	Clotrimazole
184	1	cobaltiprotoporphyrin
186	1	Cocaine
188	1	Colchicine
190	1	Colistin
191	1	Copper
192	1	creatinol phosphate
193	1	crocin
195	1	Cromolyn Sodium
196	1	Curcumin
197	1	Cyclophosphamide
198	1	Cyclosporine
199	1	Cyproheptadine
200	1	daidzein
201	1	Danazol
202	1	Dantrolene
203	1	dazoxiben
204	1	Decitabine
205	1	Dehydroepiandrosterone
207	1	Desipramine
208	1	Dexamethasone
209	1	Dexfenfluramine
210	1	Dexmedetomidine
211	1	Dextrans
212	1	Dextromethorphan
213	1	diallyl trisulfide
214	1	Diazepam
215	1	Diazoxide
216	1	Diclofenac
217	1	Dicumarol
220	1	Digitoxin
221	1	Digoxin
222	1	Dihydralazine
223	1	dihydrocodeine
224	1	Dihydroergotamine
226	1	Diltiazem
227	1	Dimenhydrinate
228	1	diminazene aceturate
230	1	Dinoprostone
231	1	Diphenhydramine
232	1	Dipyridamole
233	1	Disopyramide
234	1	Disulfiram
235	1	Dobutamine
236	1	Docosahexaenoic Acids
237	1	dofetilide
239	1	Dopamine
240	1	Doxazosin
241	1	Doxorubicin
242	1	Doxycycline
243	1	Droperidol
244	1	Edrophonium
245	1	Eicosapentaenoic Acid
246	1	Enalapril
247	1	Enalaprilat
248	1	Encainide
249	1	Enflurane
250	1	Enoxacin
251	1	Enoximone
252	1	Ephedrine
253	1	epigallocatechin gallate
254	1	Epinephrine
255	1	Epoprostenol
256	1	Erythromycin
257	1	esmolol
258	1	Estradiol
259	1	Ethambutol
260	1	Ethanol
261	1	Ethinyl Estradiol
262	1	Etodolac
263	1	Etoricoxib
264	1	Eugenol
266	1	Exenatide
268	1	Famotidine
269	1	fasudil
270	1	Felodipine
271	1	Fenofibrate
272	1	Fenoterol
273	1	Fenretinide
274	1	Fentanyl
275	1	ferulic acid
277	1	Flecainide
278	1	flestolol
279	1	Fluconazole
280	1	Flucytosine
281	1	fludarabine
282	1	fluindione
284	1	Fluorouracil
285	1	Fluoxetine
286	1	Fluvastatin
287	1	Folic Acid
288	1	Fosfomycin
289	1	Fosinopril
290	1	Furosemide
291	1	Gallic Acid
292	1	Gallopamil
293	1	gemcitabine
294	1	Gemfibrozil
295	1	Genistein
296	1	geraniol
297	1	ginsenoside Re
298	1	ginsenoside Rg1
299	1	Gliclazide
301	1	Glucosamine
302	1	Glutathione
303	1	Glyburide
304	1	Glycopyrrolate
305	1	Griseofulvin
306	1	Guaifenesin
307	1	Guanethidine
308	1	Guanfacine
309	1	Halothane
310	1	Heparin
311	1	hesperetin
312	1	honokiol
313	1	Hydralazine
314	1	Hydrochlorothiazide
315	1	Hydrocortisone
316	1	Hydroxychloroquine
317	1	Ibuprofen
318	1	ibutilide
320	1	Idazoxan
321	1	Iloprost
322	1	imidapril
324	1	Indapamide
325	1	Indinavir
326	1	Indomethacin
327	1	Iodine
328	1	Ipratropium
329	1	Irbesartan
330	1	Isoflurane
331	1	Isoniazid
332	1	Isoproterenol
333	1	Isosorbide Dinitrate
334	1	isosorbide-5-mononitrate
335	1	Isradipine
336	1	Itraconazole
337	1	kaempferol
338	1	Ketanserin
339	1	Ketoconazole
340	1	Ketoprofen
341	1	Ketotifen
343	1	Labetalol
344	1	leonurine
345	1	Lidocaine
346	1	Lisinopril
347	1	Lithium
348	1	Lithium Chloride
349	1	lithium hydroxybutyrate
350	1	Lithocholic Acid
351	1	Loratadine
352	1	Losartan
353	1	Lovastatin
354	1	LY 117018
355	1	LY 171883
356	1	Magnesium
357	1	Magnesium Sulfate
358	1	magnolol
359	1	mangiferin
360	1	mangostin
361	1	Mannitol
364	1	Melatonin
365	1	Melphalan
367	1	Meropenem
368	1	Metaproterenol
369	1	Metformin
370	1	Methimazole
371	1	Methotrexate
372	1	Methyldopa
373	1	Methylprednisolone
374	1	Methylprednisolone Hemisuccinate
375	1	Metoprolol
376	1	Metronidazole
377	1	Mexiletine
378	1	Mibefradil
379	1	Miconazole
380	1	Midazolam
381	1	Midodrine
382	1	Milrinone
383	1	Minocycline
384	1	Minoxidil
385	1	MK-886
387	1	montelukast
388	1	Morphine
389	1	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
390	1	N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate
392	1	Nadolol
393	1	Nafcillin
394	1	Naloxone
395	1	naphthalan
396	1	Naproxen
397	1	naringenin
398	1	naringin
399	1	Neomycin
400	1	Neostigmine
401	1	Nicardipine
402	1	Nicorandil
403	1	Nifedipine
404	1	nimesulide
405	1	Nisoldipine
406	1	Nitrendipine
407	1	Nitric Oxide
408	1	Nitroglycerin
409	1	Nitroprusside
410	1	Norepinephrine
411	1	Norethindrone Acetate
412	1	Nortriptyline
413	1	Octreotide
414	1	Ofloxacin
415	1	Oleanolic Acid
416	1	Ondansetron
417	1	Orlistat
419	1	Oxprenolol
420	1	Oxygen
423	1	Pefloxacin
424	1	Penicillamine
425	1	Penicillin G
426	1	Penicillin V
427	1	Pentaerythritol Tetranitrate
428	1	Pentolinium Tartrate
429	1	Pentoxifylline
430	1	Pergolide
431	1	perhexiline maleate
432	1	Perindopril
433	1	Phenindione
434	1	Phenoxybenzamine
435	1	Phentolamine
436	1	Phenylephrine
437	1	Phenylpropanolamine
438	1	Phenytoin
439	1	Physostigmine
440	1	Pilocarpine
441	1	pimagedine
442	1	pimobendan
443	1	Pinacidil
444	1	Pindolol
445	1	Pioglitazone
446	1	pirbuterol
447	1	pirfenidone
448	1	pirinixic acid
449	1	Piroxicam
450	1	platycodin D
451	1	Potassium
452	1	Potassium Chloride
453	1	Practolol
454	1	Pravastatin
455	1	Prazosin
456	1	Prednisolone
457	1	Prednisone
458	1	pregna-4,17-diene-3,16-dione
459	1	Prenylamine
460	1	Probenecid
461	1	Probucol
462	1	Procainamide
463	1	Propafenone
464	1	Propranolol
465	1	proxyphylline
466	1	Pseudoephedrine
467	1	puerarin
468	1	pyrrolidine dithiocarbamic acid
469	1	Quercetin
470	1	Quinacrine
471	1	Quinapril
472	1	Quinidine
473	1	Ramipril
475	1	reteplase
476	1	Ribavirin
477	1	Rifampin
478	1	Rimonabant
479	1	Ritodrine
480	1	Rolipram
481	1	ruboxistaurin
482	1	Ruthenium Red
483	1	Rutin
484	1	S 1 (combination)
485	1	sarpogrelate
486	1	Selenium
487	1	Simendan
488	1	Simvastatin
489	1	Sirolimus
490	1	Sodium
491	1	Sodium Bicarbonate
492	1	sodium bisulfide
493	1	Sodium Selenite
494	1	Sodium Tetradecyl Sulfate
495	1	Sotalol
496	1	Spironolactone
497	1	Streptomycin
498	1	Succinylcholine
499	1	Sulfadiazine
500	1	Sulfasalazine
501	1	Sulfinpyrazone
502	1	Sulindac
503	1	sultamicillin
504	1	Synephrine
505	1	Tacrolimus
506	1	tamibarotene
507	1	Tamoxifen
508	1	tanshinone
509	1	Taurine
510	1	Teicoplanin
511	1	temocapril hydrochloride
512	1	Terbinafine
513	1	Terbutaline
514	1	Terfenadine
515	1	Terlipressin
516	1	Testosterone
517	1	Tetrachlorodibenzodioxin
518	1	Tetracycline
519	1	tetrahydrocurcumin
520	1	Thalidomide
521	1	Theophylline
522	1	Thioctic Acid
523	1	Thioridazine
524	1	thymoquinone
525	1	Ticlopidine
526	1	Timolol
527	1	tiprenolol
528	1	Tobramycin
529	1	Tocainide
530	1	Topiramate
531	1	Torsemide
532	1	Tramadol
533	1	Trazodone
534	1	Tretinoin
535	1	tri-o-cresyl phosphate
536	1	Trientine
537	1	Trimecaine
538	1	Trimetazidine
539	1	Trimethoprim
540	1	Trimethoprim, Sulfamethoxazole Drug Combination
541	1	triptolide
542	1	Troglitazone
543	1	Vancomycin
544	1	Verapamil
545	1	Vitamin A
546	1	Vitamin D
547	1	Vitamin E
548	1	Warfarin
549	1	withaferin A
550	1	Xamoterol
551	1	xanthohumol
552	1	Yohimbine
553	1	zafirlukast
554	1	zatebradine
555	1	zileuton
556	1	Zinc
