Cluster	Cluster size	Drugs
210	7	digitalin;fluindione;lanatoside C;Medigoxin;Phenprocoumon;quinidine bisulfate;tertiapin
4	6	1'-methylspiro(adamantane-2,3'-pyrrolidine)maleate;agathisflavone;Amantadine;amentoflavone;isoquercitrin;Rimantadine
51	6	Almitrine;Nalbuphine;naloxonazine;norbinaltorphimine;posatirelin;thiosemicarbazide
9	5	18alpha-glycyrrhetinic acid;2-Methoxyestradiol;Butylated Hydroxyanisole;Hydroxyurea;Tolazoline
23	5	4-Aminopyridine;Colforsin;Dizocilpine Maleate;ICI 118551;pargolol
24	5	5-((2,4-dioxo-5-thiazolidinyl)methyl)-2-methoxy-N-((4-(trifluoromethyl)phenyl)methyl)benzamide;kaempferol 3-O-sophoroside;Nateglinide;osthol;Phenformin
82	5	Artemether;dinitramine;haloxyfop;oryzalin;Pyrimethamine
84	5	Aspartame;Fenoprofen;Meloxicam;Misoprostol;tenoxicam
87	5	Astemizole;azatadine;azelastine;Cetirizine;epinastine
114	5	bisphenol A;Fenfluramine;Mazindol;Phentermine;Polythiazide
152	5	cefodizime;Cefotaxime;erythromycin stearate;Floxacillin;Penicillin G Procaine
220	5	Dimyristoylphosphatidylcholine;dimyristoylphosphatidylglycerol;Natamycin;Nystatin;sertaconazole
254	5	falipamil;Fendiline;Nitric Acid;Oxyfedrine;prenylamine lactate
1	4	1-(5-hydroxy-5-methylhexyl)-3-methylxanthine;arteannuin B;Ciclopirox;citronellal
3	4	1,7-dimethylxanthine;Carbocysteine;Eucalyptol;trospium chloride
50	4	Allopurinol;Benzbromarone;Colchicine;Oxypurinol
61	4	amiloride, hydrochlorothiazide drug combination;Bendroflumethiazide;Cyclopenthiazide;Teprotide
75	4	anisindione;calcium heparin;danaparoid;fucoidan
77	4	antrafenine;Diflunisal;Indoprofen;Tolmetin
86	4	astaxanthine;coumarin;Diosmin;Tolbutamide
96	4	Aztreonam;Deamino Arginine Vasopressin;Piperacillin;Ursodeoxycholic Acid
104	4	beractant;Hexadimethrine Bromide;sivelestat;Vitamin K 3
156	4	Cephalexin;Gatifloxacin;Ornade;Triprolidine
304	4	Imipenem;morphocycline;Piperacillin, Tazobactam Drug Combination;quinupristin-dalfopristin
19	3	3-hydroxy-10,11-dihydroquinidine;Moricizine;Ryanodine
22	3	3,6-dimethylaminodibenzopyridonium edetate;Ajmaline;Bretylium Tosylate
25	3	5-Methoxypsoralen;Donepezil;Lutein
33	3	Acecainide;N-methyllidocaine;quinetolate
38	3	acetovanillone;Cyproheptadine;tiprenolol
44	3	albolabrin;eristostatin;S 145
100	3	benidipine;Hemin;stannous chloride
137	3	Capreomycin;Cycloserine;Pyrazinamide
147	3	Cefadroxil;Cinoxacin;Flufenamic Acid
148	3	Cefamandole;Lincomycin;Sulbactam
153	3	cefpirome;Ceftazidime;Metronidazole
157	3	cetamolol;Charcoal;Dimercaprol
158	3	Chloroquine;chloroquine diphosphate;triptolide
166	3	cifenline;cyclovirobuxine D;pilsicainide
174	3	Clemastine;Oxymetazoline;xylometazoline
182	3	Colestipol;Dydrogesterone;prednisolone hemisuccinate
229	3	Domperidone;Etilefrine;Fludrocortisone
321	3	KF 14124;MDL 72567;Perhexiline
340	3	Medroxyprogesterone Acetate;Niclosamide;Ribavirin
344	3	Mercury;Niacinamide;sodium arsenite
11	2	2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one;Wortmannin
21	2	3,3',4,5'-tetrahydroxystilbene;Chlorogenic Acid
29	2	711389-S;Trimecaine
49	2	alinidine;N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate
67	2	Amoxicillin;Enoxacin
69	2	Amphotericin B;Fluconazole
70	2	amphotericin B, deoxycholate drug combination;Terbinafine
89	2	Atovaquone;Dapsone
97	2	bambuterol;enprofylline
111	2	Bethanidine;Guanfacine
118	2	bretylium;Flunarizine
119	2	Bromocriptine;Fosinopril
125	2	Butylated Hydroxytoluene;Prajmaline
134	2	candesartan;temocapril hydrochloride
136	2	Canrenoic Acid;cobaltiprotoporphyrin
143	2	Carteolol;Droperidol
151	2	Cefixime;Erythromycin
161	2	Chlorpropamide;Glipizide
179	2	cobaltous chloride;KN 93
181	2	Cod Liver Oil;esculetin
198	2	Demeclocycline;Fleroxacin
205	2	diallyl trisulfide;Rolipram
208	2	Diclofenac;Etoricoxib
216	2	Dihydrostreptomycin Sulfate;Rifabutin
224	2	Disopyramide;Flecainide
228	2	dofetilide;ibutilide
239	2	Enflurane;tetrahydrocurcumin
252	2	evodiamine;fumagillin
263	2	Flavin-Adenine Dinucleotide;Oxotremorine
265	2	Flucytosine;Miconazole
267	2	Flumazenil;N-methylnaloxone
283	2	Glucagon;Ketamine
293	2	hesperetin;LY 171883
300	2	ICI 195739;Thymol
316	2	Itraconazole;Ketoconazole
323	2	leonurine;pimobendan
341	2	Mefenamic Acid;Phenylbutazone
354	2	Mexiletine;Tocainide
362	2	Molsidomine;Tiapamil Hydrochloride
366	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
393	2	Oxacillin;Triamcinolone
396	2	ozagrel;Valproic Acid
397	2	Pamidronate;YM 529
399	2	Penicillamine;Sulfasalazine
448	2	Razoxane;Thiamine
481	2	Teicoplanin;Vancomycin
5	1	13-hydroxylupanine-2-pyrrolecarbonic acid
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
31	1	Acarbose
32	1	Acebutolol
35	1	Acenocoumarol
36	1	Acetaminophen
37	1	Acetazolamide
40	1	Acetylcysteine
41	1	Adenosine
42	1	Adenosine Triphosphate
45	1	Albuterol
46	1	Alendronate
47	1	alfacalcidol
48	1	Alfentanil
53	1	alpha-Tocopherol
54	1	Alprenolol
55	1	Alprostadil
58	1	Amifostine
59	1	Amikacin
60	1	Amiloride
62	1	Aminoglutethimide
63	1	Aminophylline
64	1	Amiodarone
65	1	Amitriptyline
66	1	Amlodipine
68	1	Amoxicillin-Potassium Clavulanate Combination
71	1	Ampicillin
72	1	Amrinone
74	1	anethole
76	1	anisodamine
79	1	Apigenin
80	1	Aprindine
81	1	Arsenic Trioxide
83	1	Ascorbic Acid
85	1	Aspirin
88	1	Atenolol
90	1	Atropine
91	1	Auranofin
93	1	Azathioprine
94	1	azimilide
95	1	Azithromycin
98	1	Beclomethasone
99	1	benazepril
101	1	Benserazide
102	1	Benzodiazepines
103	1	Bepridil
105	1	beraprost
106	1	Berberine
107	1	beta Carotene
108	1	Betaine
109	1	Betamethasone
110	1	Betaxolol
112	1	Bezafibrate
113	1	Bisoprolol
115	1	Bleomycin
116	1	borrelidin
117	1	Bosentan
120	1	Budesonide
121	1	Bumetanide
122	1	bunazosin
123	1	Bupivacaine
124	1	Buprenorphine
126	1	caffeic acid
127	1	caffeic acid phenethyl ester
128	1	Caffeine
129	1	Calcifediol
130	1	Calcitriol
131	1	Calcium
132	1	Calcium Chloride
133	1	Calcium Gluconate
135	1	candesartan cilexetil
138	1	Capsaicin
139	1	Carbamazepine
140	1	Carbidopa
141	1	Carbon Monoxide
142	1	Carboplatin
144	1	Carvedilol
145	1	Catechin
146	1	Cefaclor
150	1	cefbuperazone
154	1	Ceftriaxone
155	1	Celiprolol
159	1	Chlorothiazide
160	1	Chlorpheniramine
162	1	Cholecalciferol
163	1	Chromium
164	1	Chromonar
165	1	chrysin
167	1	ciglitazone
168	1	Cilazapril
169	1	Cilostazol
170	1	Ciprofloxacin
171	1	Cisplatin
172	1	Citalopram
173	1	Clarithromycin
175	1	Clindamycin
176	1	Clofibrate
177	1	Clonidine
178	1	Clotrimazole
180	1	Cocaine
183	1	Colistin
184	1	Copper
185	1	creatinol phosphate
186	1	crocin
188	1	Cromolyn Sodium
189	1	Curcumin
190	1	Cyclophosphamide
191	1	Cyclosporine
192	1	daidzein
193	1	Danazol
194	1	Dantrolene
195	1	dazoxiben
196	1	Decitabine
197	1	Dehydroepiandrosterone
199	1	Desipramine
200	1	Dexamethasone
201	1	Dexfenfluramine
202	1	Dexmedetomidine
203	1	Dextrans
204	1	Dextromethorphan
206	1	Diazepam
207	1	Diazoxide
209	1	Dicumarol
211	1	Digitoxin
212	1	Digoxin
213	1	Dihydralazine
214	1	dihydrocodeine
215	1	Dihydroergotamine
217	1	Diltiazem
218	1	Dimenhydrinate
219	1	diminazene aceturate
221	1	Dinoprostone
222	1	Diphenhydramine
223	1	Dipyridamole
225	1	Disulfiram
226	1	Dobutamine
227	1	Docosahexaenoic Acids
230	1	Dopamine
231	1	Doxazosin
232	1	Doxorubicin
233	1	Doxycycline
234	1	Edrophonium
235	1	Eicosapentaenoic Acid
236	1	Enalapril
237	1	Enalaprilat
238	1	Encainide
240	1	Enoximone
241	1	Ephedrine
242	1	epigallocatechin gallate
243	1	Epinephrine
244	1	Epoprostenol
245	1	esmolol
246	1	Estradiol
247	1	Ethambutol
248	1	Ethanol
249	1	Ethinyl Estradiol
250	1	Etodolac
251	1	Eugenol
253	1	Exenatide
255	1	Famotidine
256	1	fasudil
257	1	Felodipine
258	1	Fenofibrate
259	1	Fenoterol
260	1	Fenretinide
261	1	Fentanyl
262	1	ferulic acid
264	1	flestolol
266	1	fludarabine
268	1	Fluorouracil
269	1	Fluoxetine
270	1	Fluvastatin
271	1	Folic Acid
272	1	Fosfomycin
273	1	Furosemide
274	1	Gallic Acid
275	1	Gallopamil
276	1	gemcitabine
277	1	Gemfibrozil
278	1	Genistein
279	1	geraniol
280	1	ginsenoside Re
281	1	ginsenoside Rg1
282	1	Gliclazide
284	1	Glucosamine
285	1	Glutathione
286	1	Glyburide
287	1	Glycopyrrolate
288	1	Griseofulvin
289	1	Guaifenesin
290	1	Guanethidine
291	1	Halothane
292	1	Heparin
294	1	honokiol
295	1	Hydralazine
296	1	Hydrochlorothiazide
297	1	Hydrocortisone
298	1	Hydroxychloroquine
299	1	Ibuprofen
301	1	Idazoxan
302	1	Iloprost
303	1	imidapril
305	1	Indapamide
306	1	Indomethacin
307	1	Iodine
308	1	Ipratropium
309	1	Irbesartan
310	1	Isoflurane
311	1	Isoniazid
312	1	Isoproterenol
313	1	Isosorbide Dinitrate
314	1	isosorbide-5-mononitrate
315	1	Isradipine
317	1	kaempferol
318	1	Ketanserin
319	1	Ketoprofen
320	1	Ketotifen
322	1	Labetalol
324	1	Lidocaine
325	1	Lisinopril
326	1	Lithium
327	1	Lithium Chloride
328	1	lithium hydroxybutyrate
329	1	Lithocholic Acid
330	1	Loratadine
331	1	Losartan
332	1	Lovastatin
333	1	LY 117018
334	1	Magnesium
335	1	Magnesium Sulfate
336	1	magnolol
337	1	mangiferin
338	1	mangostin
339	1	Mannitol
342	1	Melatonin
343	1	Melphalan
345	1	Meropenem
346	1	Metaproterenol
347	1	Metformin
348	1	Methimazole
349	1	Methotrexate
350	1	Methyldopa
351	1	Methylprednisolone
352	1	Methylprednisolone Hemisuccinate
353	1	Metoprolol
355	1	Mibefradil
356	1	Midazolam
357	1	Midodrine
358	1	Milrinone
359	1	Minocycline
360	1	Minoxidil
361	1	MK-886
363	1	montelukast
364	1	Morphine
365	1	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
367	1	Nadolol
368	1	Nafcillin
369	1	Naloxone
370	1	naphthalan
371	1	Naproxen
372	1	naringenin
373	1	naringin
374	1	Neomycin
375	1	Neostigmine
376	1	Nicardipine
377	1	Nicorandil
378	1	Nifedipine
379	1	nimesulide
380	1	Nisoldipine
381	1	Nitrendipine
382	1	Nitric Oxide
383	1	Nitroglycerin
384	1	Nitroprusside
385	1	Norepinephrine
386	1	Norethindrone Acetate
387	1	Nortriptyline
388	1	Octreotide
389	1	Ofloxacin
390	1	Oleanolic Acid
391	1	Ondansetron
392	1	Orlistat
394	1	Oxprenolol
395	1	Oxygen
398	1	Pefloxacin
400	1	Penicillin G
401	1	Penicillin V
402	1	Pentaerythritol Tetranitrate
403	1	Pentolinium Tartrate
404	1	Pentoxifylline
405	1	Pergolide
406	1	perhexiline maleate
407	1	Perindopril
408	1	Phenindione
409	1	Phenoxybenzamine
410	1	Phentolamine
411	1	Phenylephrine
412	1	Phenylpropanolamine
413	1	Phenytoin
414	1	Physostigmine
415	1	Pilocarpine
416	1	pimagedine
417	1	Pinacidil
418	1	Pindolol
419	1	Pioglitazone
420	1	pirbuterol
421	1	pirfenidone
422	1	pirinixic acid
423	1	Piroxicam
424	1	platycodin D
425	1	Potassium
426	1	Potassium Chloride
427	1	Practolol
428	1	Pravastatin
429	1	Prazosin
430	1	Prednisolone
431	1	Prednisone
432	1	pregna-4,17-diene-3,16-dione
433	1	Prenylamine
434	1	Probenecid
435	1	Probucol
436	1	Procainamide
437	1	Propafenone
438	1	Propranolol
439	1	proxyphylline
440	1	Pseudoephedrine
441	1	puerarin
442	1	pyrrolidine dithiocarbamic acid
443	1	Quercetin
444	1	Quinacrine
445	1	Quinapril
446	1	Quinidine
447	1	Ramipril
449	1	reteplase
450	1	Rifampin
451	1	Rimonabant
452	1	Ritodrine
453	1	ruboxistaurin
454	1	Ruthenium Red
455	1	Rutin
456	1	S 1 (combination)
457	1	sarpogrelate
458	1	Selenium
459	1	Simendan
460	1	Simvastatin
461	1	Sirolimus
462	1	Sodium
463	1	Sodium Bicarbonate
464	1	sodium bisulfide
465	1	Sodium Selenite
466	1	Sodium Tetradecyl Sulfate
467	1	Sotalol
468	1	Spironolactone
469	1	Streptomycin
470	1	Succinylcholine
471	1	Sulfadiazine
472	1	Sulfinpyrazone
473	1	Sulindac
474	1	sultamicillin
475	1	Synephrine
476	1	Tacrolimus
477	1	tamibarotene
478	1	Tamoxifen
479	1	tanshinone
480	1	Taurine
482	1	Terbutaline
483	1	Terfenadine
484	1	Terlipressin
485	1	Testosterone
486	1	Tetrachlorodibenzodioxin
487	1	Tetracycline
488	1	Thalidomide
489	1	Theophylline
490	1	Thioctic Acid
491	1	Thioridazine
492	1	thymoquinone
493	1	Ticlopidine
494	1	Timolol
495	1	Tobramycin
496	1	Topiramate
497	1	Torsemide
498	1	Tramadol
499	1	Trazodone
500	1	Tretinoin
501	1	tri-o-cresyl phosphate
502	1	Trientine
503	1	Trimetazidine
504	1	Trimethoprim
505	1	Trimethoprim, Sulfamethoxazole Drug Combination
506	1	Troglitazone
507	1	Verapamil
508	1	Vitamin A
509	1	Vitamin D
510	1	Vitamin E
511	1	Warfarin
512	1	withaferin A
513	1	Xamoterol
514	1	xanthohumol
515	1	Yohimbine
516	1	zafirlukast
517	1	zatebradine
518	1	zileuton
519	1	Zinc
