Cluster	No_of_drugs	No_of_genes	No_of_similarity_values	Min_similarity	Max_similarity	Mean_similarity	Median_similarity
43	5	9	36	0.223	0.835	0.447027777777778	0.418
44	5	9	36	0	1	0.475361111111111	0.372
45	4	23	253	0	0.972	0.259162055335968	0.253
46	4	16	120	0	1	0.246266666666667	0.246
47	4	95	4465	0	1	0.313651287793953	0.309
48	4	3	3	0.37	0.461	0.430333333333333	0.46
49	4	15	105	0.196	0.992	0.426838095238095	0.383
50	4	20	190	0	1	0.425836842105263	0.409
51	4	14	78	0.013	0.942	0.314717948717949	0.2935
52	4	77	2926	0	1	0.354824675324675	0.345
53	4	169	13861	0.049	1	0.417511939975471	0.383
54	4	42	820	0	1	0.395725609756098	0.357
55	4	10	45	0	0.76	0.3604	0.369
56	4	7	21	0.243	0.898	0.399761904761905	0.379
57	4	23	253	0	0.919	0.311169960474308	0.26
58	4	23	253	0.041	0.956	0.377573122529644	0.355
59	4	6	15	0.141	0.693	0.378733333333333	0.398
60	3	34	528	0	0.925	0.339943181818182	0.344
61	3	0	1	0	0	0	0
62	3	55	1485	0	0.942	0.387539393939394	0.371
63	3	0	1	0	0	0	0
64	3	35	595	0	1	0.370702521008403	0.369
65	3	59	1711	0	1	0.377884278199883	0.342
66	3	21	210	0	0.91	0.327219047619048	0.3185
67	3	7	21	0	0.897	0.237428571428571	0.233
68	3	29	378	0	1	0.252917989417989	0.2485
69	3	1	1	1	1	1	1
70	3	5	10	0.045	0.325	0.1896	0.167
71	3	10	45	0	0.67	0.420622222222222	0.44
72	3	172	14365	0	1	0.394359624086321	0.358
73	3	11	55	0	1	0.363036363636364	0.344
74	3	11	55	0	0.94	0.354090909090909	0.209
75	3	6	15	0.218	0.766	0.393066666666667	0.309
76	3	79	3081	0	1	0.371529698149951	0.361
77	3	11	55	0	0.909	0.297127272727273	0.26
78	3	110	5995	0	1	0.426798331943286	0.399
79	3	8	28	0	0.741	0.253607142857143	0.264
80	3	96	4278	0	1	0.388356708742403	0.354
81	2	323	50403	0	1	0.38940749558558	0.366
82	2	88	3828	0	1	0.368323667711599	0.355
83	2	3	3	0.308	0.417	0.356	0.343
84	2	15	105	0.159	0.942	0.365323809523809	0.352
85	2	1	1	1	1	1	1
86	2	12	66	0	0.942	0.37480303030303	0.4
87	2	20	171	0	0.898	0.314076023391813	0.302
88	2	10	45	0	0.868	0.330088888888889	0.211
89	2	18	153	0.037	0.942	0.430196078431373	0.388
90	2	11	45	0	0.895	0.243044444444444	0.256
91	2	3	3	0.407	0.706	0.540666666666667	0.509
92	2	5	10	0	0.766	0.3209	0.218
93	2	85	3486	0	1	0.375088353413655	0.371
94	2	61	1830	0	1	0.37287868852459	0.373
95	2	63	1953	0	1	0.425356886840758	0.377
96	2	2	1	0.706	0.706	0.706	0.706
97	2	16	120	0	0.743	0.305991666666667	0.336
98	2	74	2628	0	1	0.407117579908676	0.364
99	2	705	232221	0	1	0.417354166935807	0.371
100	2	4	6	0	0.587	0.280333333333333	0.345
101	2	20	171	0.031	0.863	0.302251461988304	0.273
102	2	7	21	0.009	0.94	0.323952380952381	0.22
103	2	34	561	0	0.929	0.29973440285205	0.277
104	2	220	23436	0	1	0.41696044546851	0.369
105	2	33	528	0	0.942	0.414420454545455	0.3995
106	2	11	55	0	0.909	0.306654545454545	0.304
107	2	100	4950	0	1	0.32232101010101	0.309
108	2	30	435	0	1	0.388590804597701	0.389
109	2	2	1	0.182	0.182	0.182	0.182
110	2	11	45	0	0.929	0.323688888888889	0.224
111	2	1	1	1	1	1	1
112	2	49	1176	0	1	0.336448129251701	0.335
113	2	758	267546	0	1	0.430120921262138	0.382
114	2	0	1	0	0	0	0
115	2	18	136	0	1	0.345286764705882	0.3325
116	2	85	3570	0	1	0.318234733893557	0.289
117	2	107	5671	0	1	0.335375771468877	0.305
118	2	25	300	0	1	0.298996666666667	0.2485
119	2	4	6	0.323	0.882	0.587833333333333	0.574
120	2	56	1431	0	1	0.394651991614256	0.376
121	2	15	105	0	0.977	0.396152380952381	0.365
122	2	88	3741	0	1	0.336765036086608	0.302
123	2	24	276	0	0.929	0.275014492753623	0.2495
124	2	6	15	0.184	0.788	0.397466666666667	0.305
125	2	3	3	0.403	0.797	0.567	0.501
126	2	49	1176	0	1	0.287073129251701	0.2845
127	2	4	6	0.141	0.859	0.377833333333333	0.204
128	2	34	561	0.145	0.872	0.39650623885918	0.366
129	2	9	36	0.14	0.771	0.340833333333333	0.29
130	2	44	861	0	1	0.384836236933798	0.342
131	2	13	78	0.121	0.777	0.374628205128205	0.3355
132	2	9	36	0.117	0.942	0.426555555555556	0.415
133	2	205	19900	0	1	0.347550351758794	0.314
134	2	24	276	0.215	1	0.476188405797101	0.417
135	2	74	2701	0	1	0.380051462421325	0.361
136	2	21	210	0	0.929	0.336909523809524	0.261
137	2	42	820	0	0.942	0.331173170731707	0.3335
138	2	11	55	0.072	1	0.328054545454545	0.266
