Cluster	Cluster size	Drugs
364	2	Mefenamic Acid;Phenylbutazone
387	2	Molsidomine;Tiapamil Hydrochloride
392	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
420	2	Oxacillin;Triamcinolone
423	2	ozagrel;Valproic Acid
424	2	Pamidronate;YM 529
476	2	Razoxane;Thiamine
5	1	13-hydroxylupanine-2-pyrrolecarbonic acid
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
14	1	2-Methoxyestradiol
30	1	711389-S
32	1	Acarbose
33	1	Acebutolol
36	1	Acenocoumarol
37	1	Acetaminophen
38	1	Acetazolamide
39	1	acetovanillone
41	1	Acetylcysteine
42	1	Acitretin
43	1	Adenosine
44	1	Adenosine Triphosphate
47	1	Albuterol
48	1	Alendronate
49	1	alfacalcidol
50	1	Alfentanil
51	1	alinidine
55	1	alpha-Tocopherol
56	1	Alprenolol
57	1	Alprostadil
60	1	Amifostine
61	1	Amikacin
62	1	Amiloride
64	1	Aminoglutethimide
65	1	Aminophylline
66	1	Amiodarone
67	1	Amitriptyline
68	1	Amlodipine
69	1	Amoxicillin
70	1	Amoxicillin-Potassium Clavulanate Combination
71	1	Amphotericin B
72	1	amphotericin B, deoxycholate drug combination
73	1	Ampicillin
74	1	Amrinone
76	1	anethole
78	1	anisodamine
81	1	Apigenin
82	1	Aprindine
83	1	Arsenic Trioxide
85	1	Ascorbic Acid
87	1	Aspirin
90	1	Atenolol
92	1	Atropine
93	1	Auranofin
95	1	Azathioprine
96	1	azimilide
97	1	Azithromycin
100	1	Beclomethasone
101	1	benazepril
103	1	Benserazide
104	1	Benzodiazepines
105	1	Bepridil
107	1	beraprost
108	1	Berberine
109	1	beta Carotene
110	1	Betaine
111	1	Betamethasone
112	1	Betaxolol
113	1	Bethanidine
114	1	Bezafibrate
115	1	Bisoprolol
117	1	Bleomycin
118	1	borrelidin
119	1	Bosentan
121	1	Bretylium Tosylate
122	1	Bromocriptine
123	1	Budesonide
124	1	Bumetanide
125	1	bunazosin
126	1	Bupivacaine
127	1	Buprenorphine
129	1	caffeic acid
130	1	caffeic acid phenethyl ester
131	1	Caffeine
132	1	Calcifediol
133	1	Calcitriol
134	1	Calcium
135	1	Calcium Chloride
136	1	Calcium Gluconate
137	1	candesartan
138	1	candesartan cilexetil
139	1	Canrenoic Acid
141	1	Capsaicin
142	1	Carbamazepine
143	1	Carbidopa
144	1	Carbon Monoxide
145	1	Carboplatin
146	1	Carteolol
147	1	Carvedilol
148	1	Catechin
149	1	CDP 840
150	1	Cefaclor
154	1	cefbuperazone
155	1	Cefixime
158	1	Ceftriaxone
159	1	Celiprolol
161	1	cetamolol
164	1	Chlorothiazide
165	1	Chlorpheniramine
167	1	Cholecalciferol
168	1	Chromium
169	1	Chromonar
170	1	chrysin
172	1	ciglitazone
173	1	Cilazapril
174	1	Cilostazol
175	1	Ciprofloxacin
176	1	Cisplatin
177	1	Citalopram
178	1	Clarithromycin
179	1	Clindamycin
180	1	Clodronic Acid
181	1	Clofibrate
182	1	Clonidine
183	1	Clotrimazole
184	1	cobaltiprotoporphyrin
186	1	Cocaine
188	1	Colchicine
190	1	Colistin
191	1	Copper
192	1	creatinol phosphate
193	1	crocin
195	1	Cromolyn Sodium
196	1	Curcumin
197	1	Cyclophosphamide
198	1	Cyclosporine
199	1	Cyproheptadine
200	1	daidzein
201	1	Danazol
202	1	Dantrolene
203	1	dazoxiben
204	1	Decitabine
205	1	Dehydroepiandrosterone
207	1	Desipramine
208	1	Dexamethasone
209	1	Dexfenfluramine
210	1	Dexmedetomidine
211	1	Dextrans
212	1	Dextromethorphan
213	1	diallyl trisulfide
214	1	Diazepam
215	1	Diazoxide
216	1	Diclofenac
217	1	Dicumarol
220	1	Digitoxin
221	1	Digoxin
222	1	Dihydralazine
223	1	dihydrocodeine
224	1	Dihydroergotamine
226	1	Diltiazem
227	1	Dimenhydrinate
228	1	diminazene aceturate
230	1	Dinoprostone
231	1	Diphenhydramine
232	1	Dipyridamole
233	1	Disopyramide
234	1	Disulfiram
235	1	Dobutamine
236	1	Docosahexaenoic Acids
237	1	dofetilide
239	1	Dopamine
240	1	Doxazosin
241	1	Doxorubicin
242	1	Doxycycline
243	1	Droperidol
244	1	edoxaban
245	1	Edrophonium
246	1	Eicosapentaenoic Acid
247	1	Enalapril
248	1	Enalaprilat
249	1	Encainide
250	1	Enflurane
251	1	Enoxacin
252	1	Enoximone
253	1	Ephedrine
254	1	epigallocatechin gallate
255	1	Epinephrine
256	1	Epoprostenol
257	1	Erythromycin
258	1	esmolol
259	1	Estradiol
260	1	Ethambutol
261	1	Ethanol
262	1	Ethinyl Estradiol
263	1	Etodolac
264	1	Etoricoxib
265	1	Eugenol
267	1	Exenatide
269	1	Famotidine
270	1	fasudil
271	1	Felodipine
272	1	Fenofibrate
273	1	Fenoterol
274	1	Fenretinide
275	1	Fentanyl
276	1	ferulic acid
278	1	Flecainide
279	1	flestolol
280	1	Fluconazole
281	1	Flucytosine
282	1	fludarabine
283	1	fluindione
285	1	Fluorouracil
286	1	Fluoxetine
287	1	Fluvastatin
288	1	Folic Acid
289	1	Fosfomycin
290	1	Fosinopril
291	1	Furosemide
292	1	Gallic Acid
293	1	Gallopamil
294	1	gemcitabine
295	1	Gemfibrozil
296	1	Genistein
297	1	geraniol
298	1	ginsenoside Re
299	1	ginsenoside Rg1
300	1	Gliclazide
302	1	Glucosamine
303	1	Glutathione
304	1	Glyburide
305	1	Glycopyrrolate
306	1	Griseofulvin
307	1	Guaifenesin
308	1	Guanethidine
309	1	Guanfacine
310	1	Halothane
311	1	Heparin
312	1	hesperetin
313	1	honokiol
314	1	Hydralazine
315	1	Hydrochlorothiazide
316	1	Hydrocortisone
317	1	Hydroxychloroquine
318	1	Ibuprofen
319	1	ibutilide
321	1	Idazoxan
322	1	Iloprost
323	1	imidapril
325	1	Indapamide
326	1	Indinavir
327	1	Indomethacin
328	1	Iodine
329	1	Ipratropium
330	1	Irbesartan
331	1	Isoflurane
332	1	Isoniazid
333	1	Isoproterenol
334	1	Isosorbide Dinitrate
335	1	isosorbide-5-mononitrate
336	1	Isradipine
337	1	Itraconazole
338	1	kaempferol
339	1	Ketanserin
340	1	Ketoconazole
341	1	Ketoprofen
342	1	Ketotifen
344	1	Labetalol
345	1	leonurine
346	1	Lidocaine
347	1	Lisinopril
348	1	Lithium
349	1	Lithium Chloride
350	1	lithium hydroxybutyrate
351	1	Lithocholic Acid
352	1	Loratadine
353	1	Losartan
354	1	Lovastatin
355	1	LY 117018
356	1	LY 171883
357	1	Magnesium
358	1	Magnesium Sulfate
359	1	magnolol
360	1	mangiferin
361	1	mangostin
362	1	Mannitol
363	1	Medroxyprogesterone Acetate
365	1	Melatonin
366	1	Melphalan
368	1	Meropenem
369	1	Metaproterenol
370	1	Metformin
371	1	Methimazole
372	1	Methotrexate
373	1	Methyldopa
374	1	Methylprednisolone
375	1	Methylprednisolone Hemisuccinate
376	1	Metoprolol
377	1	Metronidazole
378	1	Mexiletine
379	1	Mibefradil
380	1	Miconazole
381	1	Midazolam
382	1	Midodrine
383	1	Milrinone
384	1	Minocycline
385	1	Minoxidil
386	1	MK-886
388	1	montelukast
389	1	Morphine
390	1	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
391	1	N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate
393	1	Nadolol
394	1	Nafcillin
395	1	Naloxone
396	1	naphthalan
397	1	Naproxen
398	1	naringenin
399	1	naringin
400	1	Neomycin
401	1	Neostigmine
402	1	Nicardipine
403	1	Niclosamide
404	1	Nicorandil
405	1	Nifedipine
406	1	nimesulide
407	1	Nisoldipine
408	1	Nitrendipine
409	1	Nitric Oxide
410	1	Nitroglycerin
411	1	Nitroprusside
412	1	Norepinephrine
413	1	Norethindrone Acetate
414	1	Nortriptyline
415	1	Octreotide
416	1	Ofloxacin
417	1	Oleanolic Acid
418	1	Ondansetron
419	1	Orlistat
421	1	Oxprenolol
422	1	Oxygen
425	1	Pefloxacin
426	1	Penicillamine
427	1	Penicillin G
428	1	Penicillin V
429	1	Pentaerythritol Tetranitrate
430	1	Pentolinium Tartrate
431	1	Pentoxifylline
432	1	Pergolide
433	1	perhexiline maleate
434	1	Perindopril
435	1	Phenindione
436	1	Phenoxybenzamine
437	1	Phentolamine
438	1	Phenylephrine
439	1	Phenylpropanolamine
440	1	Phenytoin
441	1	Physostigmine
442	1	Pilocarpine
443	1	pimagedine
444	1	pimobendan
445	1	Pinacidil
446	1	Pindolol
447	1	Pioglitazone
448	1	pirbuterol
449	1	pirfenidone
450	1	pirinixic acid
451	1	Piroxicam
452	1	platycodin D
453	1	Potassium
454	1	Potassium Chloride
455	1	Practolol
456	1	Pravastatin
457	1	Prazosin
458	1	Prednisolone
459	1	Prednisone
460	1	pregna-4,17-diene-3,16-dione
461	1	Prenylamine
462	1	Probenecid
463	1	Probucol
464	1	Procainamide
465	1	Propafenone
466	1	Propranolol
467	1	proxyphylline
468	1	Pseudoephedrine
469	1	puerarin
470	1	pyrrolidine dithiocarbamic acid
471	1	Quercetin
472	1	Quinacrine
473	1	Quinapril
474	1	Quinidine
475	1	Ramipril
477	1	reteplase
478	1	Ribavirin
479	1	Rifampin
480	1	Rimonabant
481	1	Ritodrine
482	1	Rolipram
483	1	ruboxistaurin
484	1	Ruthenium Red
485	1	Rutin
486	1	S 1 (combination)
487	1	sarpogrelate
488	1	Simendan
489	1	Simvastatin
490	1	Sirolimus
491	1	Sodium
492	1	Sodium Bicarbonate
493	1	sodium bisulfide
494	1	Sodium Selenite
495	1	Sodium Tetradecyl Sulfate
496	1	Sotalol
497	1	Spironolactone
498	1	Streptomycin
499	1	Succinylcholine
500	1	Sulfadiazine
501	1	Sulfasalazine
502	1	Sulfinpyrazone
503	1	Sulindac
504	1	sultamicillin
505	1	Synephrine
506	1	Tacrolimus
507	1	tamibarotene
508	1	Tamoxifen
509	1	tanshinone
510	1	Taurine
511	1	Teicoplanin
512	1	temocapril hydrochloride
513	1	Terbinafine
514	1	Terbutaline
515	1	Terfenadine
516	1	Terlipressin
517	1	Testosterone
518	1	Tetrachlorodibenzodioxin
519	1	Tetracycline
520	1	tetrahydrocurcumin
521	1	Thalidomide
522	1	Theophylline
523	1	Thioctic Acid
524	1	Thioridazine
525	1	thymoquinone
526	1	Ticlopidine
527	1	Timolol
528	1	tiprenolol
529	1	Tobramycin
530	1	Tocainide
531	1	Topiramate
532	1	Torsemide
533	1	Tramadol
534	1	Trazodone
535	1	Tretinoin
536	1	tri-o-cresyl phosphate
537	1	Trientine
538	1	Trimecaine
539	1	Trimetazidine
540	1	Trimethoprim
541	1	Trimethoprim, Sulfamethoxazole Drug Combination
542	1	triptolide
543	1	Troglitazone
544	1	Vancomycin
545	1	Verapamil
546	1	Vitamin A
547	1	Vitamin D
548	1	Vitamin E
549	1	Warfarin
550	1	withaferin A
551	1	Xamoterol
552	1	xanthohumol
553	1	Yohimbine
554	1	zafirlukast
555	1	zatebradine
556	1	zileuton
557	1	Zinc
