Cluster	Cluster size	Drugs
280	2	Flumazenil;N-methylnaloxone
297	2	Glucagon;Ketamine
315	2	ICI 195739;Thymol
332	2	Itraconazole;Ketoconazole
357	2	Mefenamic Acid;Phenylbutazone
380	2	Molsidomine;Tiapamil Hydrochloride
385	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
413	2	Oxacillin;Triamcinolone
416	2	ozagrel;Valproic Acid
417	2	Pamidronate;YM 529
469	2	Razoxane;Thiamine
5	1	13-hydroxylupanine-2-pyrrolecarbonic acid
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
14	1	2-Methoxyestradiol
30	1	711389-S
32	1	Acarbose
33	1	Acebutolol
36	1	Acenocoumarol
37	1	Acetaminophen
38	1	Acetazolamide
39	1	acetovanillone
41	1	Acetylcysteine
42	1	Acitretin
43	1	Adenosine
44	1	Adenosine Triphosphate
47	1	Albuterol
48	1	Alendronate
49	1	alfacalcidol
50	1	Alfentanil
51	1	alinidine
55	1	alpha-Tocopherol
56	1	Alprenolol
57	1	Alprostadil
60	1	Amifostine
61	1	Amikacin
62	1	Amiloride
64	1	Aminoglutethimide
65	1	Aminophylline
66	1	Amiodarone
67	1	Amitriptyline
68	1	Amlodipine
69	1	Amoxicillin
70	1	Amoxicillin-Potassium Clavulanate Combination
71	1	Amphotericin B
72	1	amphotericin B, deoxycholate drug combination
73	1	Ampicillin
74	1	Amrinone
76	1	anethole
78	1	anisodamine
81	1	Apigenin
82	1	Aprindine
83	1	Arsenic Trioxide
85	1	Ascorbic Acid
87	1	Aspirin
90	1	Atenolol
92	1	Atropine
93	1	Auranofin
95	1	Azathioprine
96	1	azimilide
97	1	Azithromycin
100	1	Beclomethasone
101	1	benazepril
103	1	Benserazide
104	1	Benzodiazepines
105	1	Bepridil
107	1	beraprost
108	1	Berberine
109	1	beta Carotene
110	1	Betaine
111	1	Betamethasone
112	1	Betaxolol
113	1	Bethanidine
114	1	Bezafibrate
115	1	Bisoprolol
117	1	Bleomycin
118	1	borrelidin
119	1	Bosentan
121	1	Bromocriptine
122	1	Budesonide
123	1	Bumetanide
124	1	bunazosin
125	1	Bupivacaine
126	1	Buprenorphine
128	1	caffeic acid
129	1	caffeic acid phenethyl ester
130	1	Caffeine
131	1	Calcifediol
132	1	Calcitriol
133	1	Calcium
134	1	Calcium Chloride
135	1	Calcium Gluconate
136	1	candesartan
137	1	candesartan cilexetil
138	1	Canrenoic Acid
140	1	Capsaicin
141	1	Carbamazepine
142	1	Carbidopa
143	1	Carbon Monoxide
144	1	Carboplatin
145	1	Carteolol
146	1	Carvedilol
147	1	Catechin
148	1	Cefaclor
152	1	cefbuperazone
153	1	Cefixime
156	1	Ceftriaxone
157	1	Celiprolol
159	1	cetamolol
162	1	Chlorothiazide
163	1	Chlorpheniramine
165	1	Cholecalciferol
166	1	Chromium
167	1	Chromonar
168	1	chrysin
170	1	ciglitazone
171	1	Cilazapril
172	1	Cilostazol
173	1	Ciprofloxacin
174	1	Cisplatin
175	1	Citalopram
176	1	Clarithromycin
177	1	Clindamycin
178	1	Clodronic Acid
179	1	Clofibrate
180	1	Clonidine
181	1	Clotrimazole
182	1	cobaltiprotoporphyrin
184	1	Cocaine
186	1	Colchicine
188	1	Colistin
189	1	Copper
190	1	creatinol phosphate
191	1	crocin
193	1	Cromolyn Sodium
194	1	Curcumin
195	1	Cyclophosphamide
196	1	Cyclosporine
197	1	Cyproheptadine
198	1	daidzein
199	1	Danazol
200	1	Dantrolene
201	1	dazoxiben
202	1	Decitabine
203	1	Dehydroepiandrosterone
205	1	Desipramine
206	1	Dexamethasone
207	1	Dexfenfluramine
208	1	Dexmedetomidine
209	1	Dextrans
210	1	Dextromethorphan
211	1	diallyl trisulfide
212	1	Diazepam
213	1	Diazoxide
214	1	Diclofenac
215	1	Dicumarol
218	1	Digitoxin
219	1	Digoxin
220	1	Dihydralazine
221	1	dihydrocodeine
222	1	Dihydroergotamine
224	1	Diltiazem
225	1	Dimenhydrinate
226	1	diminazene aceturate
228	1	Dinoprostone
229	1	Diphenhydramine
230	1	Dipyridamole
231	1	Disopyramide
232	1	Disulfiram
233	1	Dobutamine
234	1	Docosahexaenoic Acids
235	1	dofetilide
237	1	Dopamine
238	1	Doxazosin
239	1	Doxorubicin
240	1	Doxycycline
241	1	Droperidol
242	1	Edrophonium
243	1	Eicosapentaenoic Acid
244	1	Enalapril
245	1	Enalaprilat
246	1	Encainide
247	1	Enflurane
248	1	Enoxacin
249	1	Enoximone
250	1	Ephedrine
251	1	epigallocatechin gallate
252	1	Epinephrine
253	1	Epoprostenol
254	1	Erythromycin
255	1	esmolol
256	1	Estradiol
257	1	Ethambutol
258	1	Ethanol
259	1	Ethinyl Estradiol
260	1	Etodolac
261	1	Etoricoxib
262	1	Eugenol
264	1	Exenatide
266	1	Famotidine
267	1	fasudil
268	1	Felodipine
269	1	Fenofibrate
270	1	Fenoterol
271	1	Fenretinide
272	1	Fentanyl
273	1	ferulic acid
275	1	Flecainide
276	1	flestolol
277	1	Fluconazole
278	1	Flucytosine
279	1	fludarabine
281	1	Fluorouracil
282	1	Fluoxetine
283	1	Fluvastatin
284	1	Folic Acid
285	1	Fosfomycin
286	1	Fosinopril
287	1	Furosemide
288	1	Gallic Acid
289	1	Gallopamil
290	1	gemcitabine
291	1	Gemfibrozil
292	1	Genistein
293	1	geraniol
294	1	ginsenoside Re
295	1	ginsenoside Rg1
296	1	Gliclazide
298	1	Glucosamine
299	1	Glutathione
300	1	Glyburide
301	1	Glycopyrrolate
302	1	Griseofulvin
303	1	Guaifenesin
304	1	Guanethidine
305	1	Guanfacine
306	1	Halothane
307	1	Heparin
308	1	honokiol
309	1	Hydralazine
310	1	Hydrochlorothiazide
311	1	Hydrocortisone
312	1	Hydroxychloroquine
313	1	Ibuprofen
314	1	ibutilide
316	1	Idazoxan
317	1	Iloprost
318	1	imidapril
320	1	Indapamide
321	1	Indinavir
322	1	Indomethacin
323	1	Iodine
324	1	Ipratropium
325	1	Irbesartan
326	1	Isoflurane
327	1	Isoniazid
328	1	Isoproterenol
329	1	Isosorbide Dinitrate
330	1	isosorbide-5-mononitrate
331	1	Isradipine
333	1	kaempferol
334	1	Ketanserin
335	1	Ketoprofen
336	1	Ketotifen
338	1	Labetalol
339	1	leonurine
340	1	Lidocaine
341	1	Lisinopril
342	1	Lithium
343	1	Lithium Chloride
344	1	lithium hydroxybutyrate
345	1	Lithocholic Acid
346	1	Loratadine
347	1	Losartan
348	1	Lovastatin
349	1	LY 117018
350	1	LY 171883
351	1	Magnesium
352	1	Magnesium Sulfate
353	1	magnolol
354	1	mangiferin
355	1	mangostin
356	1	Mannitol
358	1	Melatonin
359	1	Melphalan
361	1	Meropenem
362	1	Metaproterenol
363	1	Metformin
364	1	Methimazole
365	1	Methotrexate
366	1	Methyldopa
367	1	Methylprednisolone
368	1	Methylprednisolone Hemisuccinate
369	1	Metoprolol
370	1	Metronidazole
371	1	Mexiletine
372	1	Mibefradil
373	1	Miconazole
374	1	Midazolam
375	1	Midodrine
376	1	Milrinone
377	1	Minocycline
378	1	Minoxidil
379	1	MK-886
381	1	montelukast
382	1	Morphine
383	1	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
384	1	N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate
386	1	Nadolol
387	1	Nafcillin
388	1	Naloxone
389	1	naphthalan
390	1	Naproxen
391	1	naringenin
392	1	naringin
393	1	Neomycin
394	1	Neostigmine
395	1	Nicardipine
396	1	Niclosamide
397	1	Nicorandil
398	1	Nifedipine
399	1	nimesulide
400	1	Nisoldipine
401	1	Nitrendipine
402	1	Nitric Oxide
403	1	Nitroglycerin
404	1	Nitroprusside
405	1	Norepinephrine
406	1	Norethindrone Acetate
407	1	Nortriptyline
408	1	Octreotide
409	1	Ofloxacin
410	1	Oleanolic Acid
411	1	Ondansetron
412	1	Orlistat
414	1	Oxprenolol
415	1	Oxygen
418	1	Pefloxacin
419	1	Penicillamine
420	1	Penicillin G
421	1	Penicillin V
422	1	Pentaerythritol Tetranitrate
423	1	Pentolinium Tartrate
424	1	Pentoxifylline
425	1	Pergolide
426	1	perhexiline maleate
427	1	Perindopril
428	1	Phenindione
429	1	Phenoxybenzamine
430	1	Phentolamine
431	1	Phenylephrine
432	1	Phenylpropanolamine
433	1	Phenytoin
434	1	Physostigmine
435	1	Pilocarpine
436	1	pimagedine
437	1	pimobendan
438	1	Pinacidil
439	1	Pindolol
440	1	Pioglitazone
441	1	pirbuterol
442	1	pirfenidone
443	1	pirinixic acid
444	1	Piroxicam
445	1	platycodin D
446	1	Potassium
447	1	Potassium Chloride
448	1	Practolol
449	1	Pravastatin
450	1	Prazosin
451	1	Prednisolone
452	1	Prednisone
453	1	pregna-4,17-diene-3,16-dione
454	1	Prenylamine
455	1	Probenecid
456	1	Probucol
457	1	Procainamide
458	1	Propafenone
459	1	Propranolol
460	1	proxyphylline
461	1	Pseudoephedrine
462	1	puerarin
463	1	pyrrolidine dithiocarbamic acid
464	1	Quercetin
465	1	Quinacrine
466	1	Quinapril
467	1	Quinidine
468	1	Ramipril
470	1	reteplase
471	1	Ribavirin
472	1	Rifampin
473	1	Rimonabant
474	1	Ritodrine
475	1	Rolipram
476	1	ruboxistaurin
477	1	Ruthenium Red
478	1	Rutin
479	1	S 1 (combination)
480	1	sarpogrelate
481	1	Simendan
482	1	Simvastatin
483	1	Sirolimus
484	1	Sodium
485	1	Sodium Bicarbonate
486	1	sodium bisulfide
487	1	Sodium Selenite
488	1	Sodium Tetradecyl Sulfate
489	1	Sotalol
490	1	Spironolactone
491	1	Streptomycin
492	1	Succinylcholine
493	1	Sulfadiazine
494	1	Sulfasalazine
495	1	Sulfinpyrazone
496	1	Sulindac
497	1	sultamicillin
498	1	Synephrine
499	1	Tacrolimus
500	1	tamibarotene
501	1	Tamoxifen
502	1	tanshinone
503	1	Taurine
504	1	Teicoplanin
505	1	temocapril hydrochloride
506	1	Terbutaline
507	1	Terfenadine
508	1	Terlipressin
509	1	Testosterone
510	1	Tetrachlorodibenzodioxin
511	1	Tetracycline
512	1	tetrahydrocurcumin
513	1	Thalidomide
514	1	Theophylline
515	1	Thioctic Acid
516	1	Thioridazine
517	1	thymoquinone
518	1	Ticlopidine
519	1	Timolol
520	1	tiprenolol
521	1	Tobramycin
522	1	Tocainide
523	1	Topiramate
524	1	Torsemide
525	1	Tramadol
526	1	Trazodone
527	1	Tretinoin
528	1	tri-o-cresyl phosphate
529	1	Trientine
530	1	Trimecaine
531	1	Trimetazidine
532	1	Trimethoprim
533	1	Trimethoprim, Sulfamethoxazole Drug Combination
534	1	triptolide
535	1	Troglitazone
536	1	Vancomycin
537	1	Verapamil
538	1	Vitamin A
539	1	Vitamin D
540	1	Vitamin E
541	1	Warfarin
542	1	withaferin A
543	1	Xamoterol
544	1	xanthohumol
545	1	Yohimbine
546	1	zafirlukast
547	1	zatebradine
548	1	zileuton
549	1	Zinc
