Cluster	Cluster size	Drugs
163	2	Chlorpropamide;Glipizide
180	2	cobaltous chloride;KN 93
197	2	Demeclocycline;Fleroxacin
207	2	Diclofenac;Etoricoxib
216	2	Dihydrostreptomycin Sulfate;Rifabutin
240	2	Enflurane;Guanfacine
254	2	evodiamine;fumagillin
268	2	Flucytosine;Miconazole
270	2	Flumazenil;N-methylnaloxone
296	2	hesperetin;LY 171883
304	2	ICI 195739;Thymol
321	2	Itraconazole;Ketoconazole
345	2	Mefenamic Acid;Phenylbutazone
357	2	Mexiletine;Tocainide
365	2	Molsidomine;Tiapamil Hydrochloride
370	2	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine;PH 163
395	2	Oxacillin;Triamcinolone
398	2	ozagrel;Valproic Acid
399	2	Pamidronate;YM 529
451	2	Razoxane;Thiamine
469	2	sodium bisulfide;tanshinone
477	2	Sulfasalazine;triptolide
5	1	13-hydroxylupanine-2-pyrrolecarbonic acid
10	1	2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide
14	1	2-Methoxyestradiol
30	1	711389-S
32	1	Acarbose
33	1	Acebutolol
36	1	Acenocoumarol
37	1	Acetaminophen
38	1	Acetazolamide
40	1	Acetylcysteine
41	1	Adenosine
42	1	Adenosine Triphosphate
45	1	Albuterol
46	1	Alendronate
47	1	alfacalcidol
48	1	Alfentanil
49	1	alinidine
53	1	alpha-Tocopherol
54	1	Alprenolol
55	1	Alprostadil
58	1	Amifostine
59	1	Amikacin
60	1	Amiloride
62	1	Aminoglutethimide
63	1	Aminophylline
64	1	Amiodarone
65	1	Amitriptyline
66	1	Amlodipine
67	1	Amoxicillin
68	1	Amoxicillin-Potassium Clavulanate Combination
69	1	Amphotericin B
70	1	amphotericin B, deoxycholate drug combination
71	1	Ampicillin
72	1	Amrinone
74	1	anethole
76	1	anisodamine
79	1	Apigenin
80	1	Aprindine
81	1	Arsenic Trioxide
83	1	Ascorbic Acid
85	1	Aspirin
88	1	Atenolol
90	1	Atropine
91	1	Auranofin
93	1	Azathioprine
94	1	azimilide
95	1	Azithromycin
98	1	Beclomethasone
99	1	benazepril
101	1	Benserazide
102	1	Benzodiazepines
103	1	Bepridil
105	1	beraprost
106	1	Berberine
107	1	beta Carotene
108	1	Betaine
109	1	Betamethasone
110	1	Betaxolol
111	1	Bethanidine
112	1	Bezafibrate
113	1	Bisoprolol
115	1	Bleomycin
116	1	borrelidin
117	1	Bosentan
119	1	Bretylium Tosylate
120	1	Bromocriptine
121	1	Budesonide
122	1	Bumetanide
123	1	bunazosin
124	1	Bupivacaine
125	1	Buprenorphine
127	1	caffeic acid
128	1	caffeic acid phenethyl ester
129	1	Caffeine
130	1	Calcifediol
131	1	Calcitriol
132	1	Calcium
133	1	Calcium Chloride
134	1	Calcium Gluconate
135	1	candesartan
136	1	candesartan cilexetil
137	1	Canrenoic Acid
139	1	Capsaicin
140	1	Carbamazepine
141	1	Carbidopa
142	1	Carbon Monoxide
143	1	Carboplatin
144	1	Carteolol
145	1	Carvedilol
146	1	Catechin
147	1	Cefaclor
151	1	cefbuperazone
152	1	Cefixime
155	1	Ceftriaxone
156	1	Celiprolol
158	1	cetamolol
161	1	Chlorothiazide
162	1	Chlorpheniramine
164	1	Cholecalciferol
165	1	Chromium
166	1	Chromonar
167	1	chrysin
169	1	ciglitazone
170	1	Cilazapril
171	1	Cilostazol
172	1	Ciprofloxacin
173	1	Cisplatin
174	1	Citalopram
175	1	Clarithromycin
176	1	Clofibrate
177	1	Clonidine
178	1	Clotrimazole
179	1	cobaltiprotoporphyrin
181	1	Cocaine
184	1	Colistin
185	1	Copper
186	1	crocin
188	1	Cromolyn Sodium
189	1	Curcumin
190	1	Cyclophosphamide
191	1	Cyclosporine
192	1	Cyproheptadine
193	1	daidzein
194	1	Danazol
195	1	dazoxiben
196	1	Decitabine
198	1	Desipramine
199	1	Dexamethasone
200	1	Dexfenfluramine
201	1	Dexmedetomidine
202	1	Dextrans
203	1	Dextromethorphan
204	1	diallyl trisulfide
205	1	Diazepam
206	1	Diazoxide
208	1	Dicumarol
211	1	Digitoxin
212	1	Digoxin
213	1	Dihydralazine
214	1	dihydrocodeine
215	1	Dihydroergotamine
217	1	Diltiazem
218	1	Dimenhydrinate
219	1	diminazene aceturate
221	1	Dinoprostone
222	1	Diphenhydramine
223	1	Dipyridamole
224	1	Disopyramide
225	1	Disulfiram
226	1	Dobutamine
227	1	Docosahexaenoic Acids
228	1	dofetilide
230	1	Dopamine
231	1	Doxazosin
232	1	Doxorubicin
233	1	Doxycycline
234	1	Droperidol
236	1	Eicosapentaenoic Acid
237	1	Enalapril
238	1	Enalaprilat
239	1	Encainide
241	1	Enoxacin
242	1	Enoximone
243	1	Ephedrine
244	1	epigallocatechin gallate
245	1	Epinephrine
246	1	Epoprostenol
247	1	Erythromycin
248	1	esmolol
249	1	Estradiol
250	1	Ethambutol
251	1	Ethanol
252	1	Ethinyl Estradiol
253	1	Eugenol
255	1	Exenatide
257	1	Famotidine
258	1	fasudil
259	1	Felodipine
260	1	Fenofibrate
261	1	Fenoterol
262	1	Fenretinide
263	1	Fentanyl
264	1	ferulic acid
265	1	Flecainide
266	1	flestolol
267	1	Fluconazole
269	1	fludarabine
271	1	Fluorouracil
272	1	Fluoxetine
273	1	Fluvastatin
274	1	Folic Acid
275	1	Fosfomycin
276	1	Fosinopril
277	1	Furosemide
278	1	Gallic Acid
279	1	Gallopamil
280	1	gemcitabine
281	1	Gemfibrozil
282	1	Genistein
283	1	geraniol
284	1	ginsenoside Re
285	1	ginsenoside Rg1
286	1	Gliclazide
287	1	Glucosamine
288	1	Glutathione
289	1	Glyburide
290	1	Glycopyrrolate
291	1	Griseofulvin
292	1	Guaifenesin
293	1	Guanethidine
294	1	Halothane
295	1	Heparin
297	1	honokiol
298	1	Hydralazine
299	1	Hydrochlorothiazide
300	1	Hydrocortisone
301	1	Hydroxychloroquine
302	1	Ibuprofen
303	1	ibutilide
305	1	Idazoxan
306	1	Iloprost
307	1	imidapril
309	1	Indapamide
310	1	Indinavir
311	1	Indomethacin
312	1	Iodine
313	1	Ipratropium
314	1	Irbesartan
315	1	Isoflurane
316	1	Isoniazid
317	1	Isoproterenol
318	1	Isosorbide Dinitrate
319	1	isosorbide-5-mononitrate
320	1	Isradipine
322	1	kaempferol
323	1	Ketanserin
324	1	Ketoprofen
325	1	Ketotifen
327	1	Labetalol
328	1	leonurine
329	1	Lidocaine
330	1	Lisinopril
331	1	Lithium
332	1	Lithium Chloride
333	1	lithium hydroxybutyrate
334	1	Lithocholic Acid
335	1	Loratadine
336	1	Losartan
337	1	Lovastatin
338	1	LY 117018
339	1	Magnesium
340	1	Magnesium Sulfate
341	1	magnolol
342	1	mangiferin
343	1	mangostin
344	1	Mannitol
346	1	Melatonin
348	1	Meropenem
349	1	Metaproterenol
350	1	Metformin
351	1	Methimazole
352	1	Methotrexate
353	1	Methylprednisolone
354	1	Methylprednisolone Hemisuccinate
355	1	Metoprolol
356	1	Metronidazole
358	1	Mibefradil
359	1	Midazolam
360	1	Midodrine
361	1	Milrinone
362	1	Minocycline
363	1	Minoxidil
364	1	MK-886
366	1	montelukast
367	1	Morphine
368	1	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
369	1	N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate
371	1	Nadolol
372	1	Nafcillin
373	1	Naloxone
374	1	naphthalan
375	1	Naproxen
376	1	naringenin
377	1	naringin
378	1	Neostigmine
379	1	Nicardipine
380	1	Nicorandil
381	1	Nifedipine
382	1	nimesulide
383	1	Nisoldipine
384	1	Nitrendipine
385	1	Nitric Oxide
386	1	Nitroglycerin
387	1	Nitroprusside
388	1	Norepinephrine
389	1	Norethindrone Acetate
390	1	Nortriptyline
391	1	Octreotide
392	1	Ofloxacin
393	1	Oleanolic Acid
394	1	Orlistat
396	1	Oxprenolol
397	1	Oxygen
400	1	Pefloxacin
401	1	Penicillamine
402	1	Penicillin G
403	1	Penicillin V
404	1	Pentaerythritol Tetranitrate
405	1	Pentolinium Tartrate
406	1	Pentoxifylline
407	1	Pergolide
408	1	perhexiline maleate
409	1	Perindopril
410	1	Phenindione
411	1	Phenoxybenzamine
412	1	Phentolamine
413	1	Phenylephrine
414	1	Phenylpropanolamine
415	1	Phenytoin
416	1	Physostigmine
417	1	Pilocarpine
418	1	pimagedine
419	1	pimobendan
420	1	Pinacidil
421	1	Pindolol
422	1	Pioglitazone
423	1	pirbuterol
424	1	pirfenidone
425	1	pirinixic acid
426	1	Piroxicam
427	1	platycodin D
428	1	Potassium
429	1	Potassium Chloride
430	1	Practolol
431	1	Pravastatin
432	1	Prazosin
433	1	Prednisolone
434	1	Prednisone
435	1	pregna-4,17-diene-3,16-dione
436	1	Prenylamine
437	1	Probenecid
438	1	Probucol
439	1	Procainamide
440	1	Propafenone
441	1	Propranolol
442	1	proxyphylline
443	1	Pseudoephedrine
444	1	puerarin
445	1	pyrrolidine dithiocarbamic acid
446	1	Quercetin
447	1	Quinacrine
448	1	Quinapril
449	1	Quinidine
450	1	Ramipril
452	1	reteplase
453	1	Ribavirin
454	1	Rifampin
455	1	Rimonabant
456	1	Ritodrine
457	1	Rolipram
458	1	ruboxistaurin
459	1	Ruthenium Red
460	1	Rutin
461	1	S 1 (combination)
462	1	sarpogrelate
463	1	Selenium
464	1	Simendan
465	1	Simvastatin
466	1	Sirolimus
467	1	Sodium
468	1	Sodium Bicarbonate
470	1	Sodium Selenite
471	1	Sodium Tetradecyl Sulfate
472	1	Sotalol
473	1	Spironolactone
474	1	Streptomycin
475	1	Succinylcholine
476	1	Sulfadiazine
478	1	Sulfinpyrazone
479	1	Sulindac
480	1	sultamicillin
481	1	Synephrine
482	1	Tacrolimus
483	1	tamibarotene
484	1	Tamoxifen
485	1	Taurine
486	1	Teicoplanin
487	1	temocapril hydrochloride
488	1	Terbutaline
489	1	Terfenadine
490	1	Terlipressin
491	1	Testosterone
492	1	Tetrachlorodibenzodioxin
493	1	Tetracycline
494	1	Thalidomide
495	1	Theophylline
496	1	Thioctic Acid
497	1	Thioridazine
498	1	thymoquinone
499	1	Ticlopidine
500	1	Timolol
501	1	tiprenolol
502	1	Tobramycin
503	1	Topiramate
504	1	Torsemide
505	1	Tramadol
506	1	Trazodone
507	1	Tretinoin
508	1	tri-o-cresyl phosphate
509	1	Trientine
510	1	Trimecaine
511	1	Trimetazidine
512	1	Trimethoprim
513	1	Trimethoprim, Sulfamethoxazole Drug Combination
514	1	Troglitazone
515	1	Vancomycin
516	1	Verapamil
517	1	Vitamin A
518	1	Vitamin D
519	1	Vitamin E
520	1	Warfarin
521	1	withaferin A
522	1	Xamoterol
523	1	xanthohumol
524	1	Yohimbine
525	1	zafirlukast
526	1	zatebradine
527	1	zileuton
528	1	Zinc
